SITE CODE= 41329éÖãõêÏésàÍÇÃã{          ,37.4962,137.2705, 15.86,7.6,45292.6738723, 12.58, 21.45
 LAT.=   37.0388
 LON.=  137.8633
 SAMPLING RATE= 100Hz
 UNIT  = gal(cm/s/s)
INITIAL TIME = 2024 01 01 16 10 10
 NS,EW,UD
18.081,20.134,5.925
14.681,11.198,5.785
10.426,1.640,3.266
5.762,-7.353,0.232
1.218,-15.168,-1.459
-2.960,-21.664,-1.575
-6.934,-26.731,-1.215
-11.027,-30.159,-1.203
-15.312,-31.918,-1.187
-19.434,-32.371,-0.394
-22.789,-32.112,1.132
-24.909,-31.605,2.466
-25.795,-31.031,2.892
-25.956,-30.375,2.709
-26.096,-29.569,2.861
-26.595,-28.519,3.981
-27.152,-27.141,5.906
-26.917,-25.433,7.846
-25.097,-23.454,8.763
-21.569,-21.174,7.774
-17.004,-18.384,4.726
-12.390,-14.879,0.631
-8.366,-10.736,-2.778
-4.930,-6.318,-4.365
-1.704,-1.909,-4.554
1.568,2.588,-4.848
4.770,7.461,-6.342
7.555,12.644,-8.839
9.656,17.450,-11.352
11.018,20.976,-13.065
11.714,22.794,-13.552
11.876,23.232,-12.409
11.723,22.949,-9.397
11.569,22.277,-5.230
11.613,21.036,-1.779
11.706,18.973,-0.787
11.382,16.323,-2.204
10.266,13.843,-4.123
8.464,12.278,-4.650
6.520,11.782,-3.647
4.982,11.846,-2.394
4.038,11.727,-1.777
3.544,10.932,-1.458
3.302,9.334,-1.033
3.188,6.984,-1.375
3.032,3.914,-3.887
2.513,0.151,-8.255
1.297,-4.120,-11.664
-0.668,-8.432,-11.088
-2.998,-12.063,-6.431
-5.028,-14.267,-0.910
-6.161,-14.625,1.971
-6.164,-13.315,1.627
-5.265,-11.016,0.436
-3.961,-8.450,0.943
-2.656,-5.961,3.505
-1.316,-3.566,6.620
0.561,-1.435,8.867
3.551,-0.158,9.997
7.710,-0.319,10.401
12.278,-1.730,10.256
16.006,-3.214,9.582
17.940,-3.343,8.785
18.086,-1.492,8.599
17.381,1.798,9.341
16.950,5.423,10.502
17.222,8.574,11.206
17.610,11.011,10.925
17.033,12.728,9.536
14.853,13.601,6.847
11.423,13.461,2.568
7.802,12.296,-2.896
4.908,10.207,-7.785
2.877,7.140,-9.676
1.169,2.888,-7.360
-0.744,-2.501,-2.237
-2.824,-8.347,2.340
-4.577,-13.496,3.465
-5.698,-16.947,0.809
-6.577,-18.336,-3.285
-8.094,-17.870,-5.704
-10.836,-15.938,-4.744
-14.405,-12.894,-0.951
-17.499,-9.163,3.620
-18.800,-5.328,6.827
-17.953,-1.964,7.537
-15.845,0.660,5.984
-13.940,2.618,3.477
-13.253,4.055,1.635
-13.827,4.958,1.450
-14.997,5.235,2.740
-16.006,4.966,4.404
-16.345,4.454,5.361
-15.666,3.965,5.365
-13.670,3.514,5.015
-10.276,3.006,5.048
-5.871,2.569,5.668
-1.197,2.598,6.481
3.149,3.296,6.926
7.092,4.236,6.686
10.852,4.574,5.802
14.309,3.864,4.525
16.648,2.670,3.036
16.799,2.236,1.188
14.419,3.492,-1.488
10.509,6.359,-5.276
7.021,9.996,-9.548
5.625,13.546,-12.595
6.597,16.537,-12.547
8.737,18.652,-8.821
10.340,19.384,-2.846
10.357,18.204,2.667
8.816,15.024,5.378
6.415,10.436,4.638
3.890,5.399,1.661
1.726,0.736,-1.375
0.124,-3.093,-2.631
-1.073,-5.896,-1.580
-2.454,-7.583,0.842
-4.732,-8.134,2.919
-8.068,-7.653,3.194
-11.678,-6.406,1.253
-14.282,-4.825,-2.065
-15.128,-3.466,-4.952
-14.612,-2.799,-5.304
-13.931,-2.913,-1.803
-14.084,-3.424,4.962
-15.148,-3.852,12.211
-16.230,-4.272,16.232
-15.984,-5.552,14.714
-13.279,-8.767,8.455
-7.847,-14.146,1.009
-0.680,-20.490,-3.674
6.180,-25.690,-3.978
10.612,-27.989,-1.717
11.666,-27.000,-0.703
10.169,-23.700,-3.744
8.102,-19.580,-10.374
7.207,-15.709,-17.299
7.923,-12.388,-21.158
9.391,-9.397,-21.016
10.372,-6.433,-18.255
10.214,-3.361,-14.428
9.190,-0.216,-9.867
8.149,2.921,-4.643
7.855,6.107,-0.162
8.459,9.614,1.336
9.356,13.811,-0.680
9.514,18.788,-3.600
8.159,24.030,-3.664
5.381,28.513,0.444
2.171,31.315,6.336
-0.251,32.259,10.364
-1.292,31.929,10.966
-1.294,31.030,9.406
-1.072,29.673,7.711
-1.204,27.355,6.615
-1.753,23.650,5.599
-2.520,18.911,4.219
-3.384,14.212,2.703
-4.322,10.545,1.348
-5.244,8.022,-0.022
-5.930,5.854,-1.631
-6.149,3.075,-3.093
-5.744,-0.644,-3.621
-4.616,-4.824,-2.923
-2.767,-8.662,-1.596
-0.506,-11.678,-0.513
1.409,-13.947,-0.058
2.017,-15.865,-0.114
0.738,-17.705,-0.481
-2.145,-19.344,-0.793
-5.557,-20.314,-0.064
-8.202,-20.128,2.885
-9.222,-18.690,7.746
-8.527,-16.450,11.662
-6.647,-14.120,10.942
-4.301,-12.136,4.843
-1.994,-10.397,-2.470
0.115,-8.577,-4.707
2.032,-6.689,0.951
3.685,-5.260,10.926
4.855,-4.855,18.181
5.363,-5.498,18.264
5.264,-6.621,12.564
4.811,-7.579,6.036
4.153,-8.068,2.308
3.101,-8.015,1.176
1.237,-7.201,0.232
-1.602,-5.234,-1.930
-4.920,-1.993,-4.361
-7.709,1.968,-5.093
-9.149,5.567,-3.286
-9.254,7.784,-0.058
-8.740,8.186,2.435
-8.183,7.005,2.589
-7.309,4.924,0.285
-5.230,2.793,-3.276
-1.427,1.379,-6.412
3.543,1.033,-7.709
8.346,1.462,-6.509
11.775,1.876,-3.272
13.312,1.623,0.260
13.000,0.833,1.711
11.092,0.376,-0.264
8.029,1.037,-4.458
4.532,2.653,-7.550
1.351,4.147,-6.783
-1.231,4.542,-2.616
-3.509,3.890,1.397
-5.794,3.078,1.695
-7.823,2.658,-2.145
-8.868,2.065,-7.229
-8.473,0.203,-10.113
-6.915,-3.139,-9.648
-4.878,-6.682,-7.406
-2.747,-8.610,-5.836
-0.366,-8.131,-6.289
2.554,-6.017,-8.457
5.916,-3.694,-11.045
9.106,-2.055,-12.614
11.269,-1.167,-12.108
11.685,-0.797,-9.263
10.141,-0.763,-4.992
7.215,-0.708,-1.291
4.177,0.051,-0.194
2.306,2.042,-2.244
1.985,4.966,-5.761
2.458,7.800,-7.886
2.622,9.709,-6.809
2.173,10.762,-3.280
1.897,11.657,0.085
2.749,12.839,1.136
4.702,14.063,-0.110
6.625,14.708,-2.009
7.345,14.284,-3.255
6.734,12.526,-3.917
5.594,9.336,-4.509
4.479,4.997,-4.524
2.783,0.465,-2.547
-0.772,-2.920,2.007
-6.637,-4.383,7.723
-13.553,-4.417,12.179
-19.357,-4.382,14.136
-22.807,-5.272,14.509
-24.528,-6.859,15.192
-26.065,-8.032,17.205
-28.069,-7.896,20.004
-29.553,-6.494,22.142
-28.968,-4.617,22.207
-25.780,-3.090,19.407
-20.860,-2.290,14.037
-15.415,-2.160,7.822
-9.922,-2.389,3.361
-4.210,-2.492,2.421
1.663,-1.867,4.437
7.024,-0.133,6.878
11.142,2.432,7.384
13.916,4.881,5.539
15.779,6.316,2.626
17.013,6.863,0.015
17.440,7.848,-1.843
16.934,10.777,-3.056
16.019,15.906,-3.627
15.640,21.778,-3.509
16.177,26.239,-2.982
16.812,27.954,-2.456
16.115,27.044,-1.957
13.475,24.443,-1.332
9.933,20.883,-1.116
7.442,16.514,-2.614
7.088,11.266,-6.383
7.932,5.241,-10.695
7.708,-1.248,-12.331
4.807,-7.816,-9.589
-0.302,-13.987,-4.405
-5.583,-19.186,-0.941
-9.344,-22.997,-1.816
-11.657,-25.520,-5.816
-13.971,-27.339,-9.345
-17.456,-28.961,-9.821
-21.777,-30.254,-7.509
-25.377,-30.483,-4.472
-26.752,-28.899,-2.346
-25.409,-25.350,-1.285
-21.862,-20.439,-0.473
-17.046,-15.244,0.863
-11.842,-10.800,2.881
-6.860,-7.597,5.070
-2.289,-5.390,6.602
2.202,-3.582,6.989
7.192,-1.985,6.554
12.852,-1.190,6.077
18.444,-1.958,5.747
22.638,-4.090,4.689
24.506,-6.068,1.902
24.278,-6.120,-2.262
23.074,-3.799,-5.970
21.838,-0.448,-7.492
20.550,1.957,-6.792
18.542,2.403,-5.295
15.553,1.388,-4.271
12.323,0.219,-3.862
9.969,0.061,-3.723
8.738,1.551,-4.038
7.511,4.785,-5.309
4.798,9.151,-7.147
0.307,13.212,-7.890
-4.564,15.276,-5.947
-7.991,14.600,-1.582
-9.521,12.155,2.841
-10.534,10.017,4.623
-12.844,9.778,2.905
-16.892,11.421,-0.689
-21.362,13.645,-3.371
-24.440,15.123,-3.225
-25.268,15.368,-0.335
-24.188,14.549,3.700
-21.940,12.789,7.183
-19.046,9.905,9.379
-15.963,5.823,10.446
-13.321,1.083,10.642
-11.526,-3.252,9.866
-10.062,-6.231,8.104
-7.580,-7.613,6.113
-2.988,-7.913,5.235
3.509,-7.928,6.191
10.611,-8.194,8.043
17.083,-8.738,8.648
22.512,-9.167,6.431
26.919,-8.994,1.914
29.961,-7.984,-2.492
30.969,-6.367,-4.212
29.876,-4.755,-2.296
27.795,-3.736,2.035
26.328,-3.353,6.191
26.174,-2.891,7.662
26.522,-1.259,5.426
25.845,2.216,0.644
23.215,7.135,-3.952
18.870,12.069,-5.959
13.756,15.383,-5.148
8.785,16.240,-3.469
4.504,15.025,-2.990
1.067,12.861,-3.884
-1.868,10.659,-4.696
-5.186,8.514,-4.519
-9.908,5.931,-4.314
-16.330,2.586,-5.678
-23.497,-1.156,-8.630
-29.639,-4.432,-11.274
-33.341,-6.588,-11.780
-34.381,-7.695,-10.113
-33.580,-8.382,-7.499
-31.939,-9.158,-4.686
-29.883,-9.911,-1.479
-27.129,-10.095,2.058
-23.086,-9.401,4.770
-17.412,-8.168,5.314
-10.472,-7.048,3.588
-3.468,-6.307,0.772
1.936,-5.617,-1.881
4.440,-4.612,-3.827
3.912,-3.549,-4.943
1.509,-3.172,-5.171
-1.006,-3.870,-4.810
-2.291,-5.128,-4.519
-2.017,-5.987,-4.391
-0.728,-5.964,-3.335
0.766,-5.303,-0.313
1.975,-4.328,3.688
2.980,-2.817,5.920
4.315,-0.292,4.991
6.576,3.127,3.203
9.956,6.450,4.482
13.965,8.517,9.569
17.575,8.890,14.281
19.773,7.927,13.686
20.155,6.148,7.836
19.083,3.789,2.187
17.287,1.018,1.753
15.288,-1.646,5.558
13.166,-3.391,7.902
10.811,-3.612,5.039
8.296,-2.305,-0.473
5.946,0.000,-2.724
4.105,2.475,0.793
2.947,4.169,6.334
2.558,4.199,7.906
3.096,2.158,3.327
4.737,-1.516,-4.146
7.402,-5.603,-9.495
10.572,-8.715,-10.258
13.413,-9.973,-7.306
15.109,-9.254,-2.781
15.152,-6.964,1.534
13.450,-3.712,4.192
10.221,-0.180,3.925
5.757,2.877,0.434
0.278,4.683,-4.997
-5.870,4.687,-10.397
-11.758,2.939,-14.594
-15.826,0.334,-17.339
-16.772,-1.645,-18.099
-14.869,-1.822,-15.678
-12.256,-0.379,-9.805
-11.473,0.902,-2.758
-13.348,-0.162,1.625
-16.346,-4.181,1.192
-18.138,-9.039,-2.331
-17.733,-10.938,-4.722
-16.021,-7.113,-2.984
-14.423,1.850,2.230
-13.422,12.112,7.550
-12.583,19.127,9.905
-11.655,20.623,8.749
-11.180,17.595,5.833
-11.888,12.789,3.270
-13.728,8.328,1.841
-15.727,4.661,0.911
-16.719,1.373,-0.408
-16.080,-1.563,-2.200
-13.802,-3.657,-3.868
-10.131,-4.826,-5.028
-5.330,-5.923,-5.924
0.190,-8.006,-6.815
5.617,-11.145,-7.160
9.780,-14.210,-5.767
11.651,-15.903,-1.921
11.013,-15.841,3.662
8.646,-14.568,8.959
5.697,-12.780,11.662
2.734,-10.860,10.354
-0.490,-9.097,5.395
-4.185,-7.939,-0.740
-7.542,-7.635,-4.261
-8.992,-7.734,-2.280
-7.660,-7.215,4.734
-4.432,-5.365,12.511
-1.201,-2.415,15.632
0.968,0.761,11.497
2.715,3.535,2.284
5.308,5.967,-6.737
8.977,8.394,-10.974
12.663,10.709,-9.352
15.416,12.135,-4.486
17.657,11.709,-0.669
20.745,8.982,-1.123
25.318,4.388,-5.948
30.246,-0.934,-11.906
33.202,-5.706,-14.613
32.265,-9.040,-12.017
27.161,-10.620,-6.346
19.403,-10.459,-2.366
11.449,-8.546,-3.200
5.463,-4.881,-7.687
2.315,0.136,-11.953
1.391,5.423,-13.371
1.318,9.554,-12.531
1.042,11.569,-11.362
0.352,11.481,-10.129
-0.488,10.004,-7.206
-1.407,7.762,-1.871
-2.713,4.792,3.581
-4.625,0.824,5.413
-6.786,-3.990,2.276
-8.333,-8.645,-2.996
-8.494,-11.610,-5.748
-7.193,-11.739,-3.693
-5.166,-9.057,1.247
-3.539,-4.843,4.973
-3.164,-0.934,4.807
-4.206,1.286,1.366
-6.257,1.575,-2.400
-8.784,0.824,-3.567
-11.418,0.464,-1.021
-13.770,1.647,4.094
-15.059,4.595,9.099
-14.165,8.427,11.289
-10.342,11.584,9.715
-4.053,12.705,6.150
2.896,11.428,4.118
8.227,8.519,6.255
10.537,5.246,12.077
10.112,2.543,18.267
8.608,0.690,21.368
7.872,-0.415,20.424
8.790,-0.909,17.237
10.972,-0.994,14.345
13.292,-1.161,12.884
14.686,-2.041,12.116
14.546,-3.770,10.461
12.748,-5.544,6.726
9.640,-6.050,0.732
6.113,-4.620,-6.592
3.396,-2.020,-13.420
2.410,-0.003,-17.643
3.081,0.112,-17.803
4.322,-1.504,-13.857
4.779,-3.476,-7.277
3.710,-4.495,-0.563
1.278,-4.317,3.567
-1.805,-3.554,3.324
-4.816,-2.731,-0.823
-7.412,-1.700,-5.702
-9.782,0.014,-7.075
-12.547,2.536,-2.903
-16.309,5.448,4.452
-20.973,8.202,9.608
-25.428,10.534,8.455
-28.081,12.409,1.604
-27.994,13.724,-6.164
-25.627,14.269,-9.798
-22.489,13.993,-7.635
-19.987,13.150,-1.971
-18.489,12.085,3.139
-17.305,10.900,4.606
-15.364,9.382,1.818
-11.893,7.210,-3.406
-6.740,4.214,-7.968
-0.428,0.508,-9.178
5.915,-3.479,-6.102
10.895,-7.092,0.255
13.592,-9.782,7.836
14.266,-11.596,14.460
14.261,-13.325,18.082
14.891,-15.871,17.006
16.150,-19.204,10.952
16.546,-21.947,2.275
14.425,-22.224,-4.562
9.696,-19.228,-5.863
4.268,-14.054,-1.658
0.682,-8.980,4.233
0.166,-5.816,7.353
1.919,-4.820,6.042
4.166,-5.066,2.149
5.775,-5.621,-1.060
6.821,-6.231,-1.470
7.778,-6.917,0.828
8.543,-7.237,4.019
8.499,-6.317,5.733
7.421,-3.764,4.411
5.973,-0.372,0.476
5.098,2.378,-3.565
5.029,3.664,-4.739
5.113,4.042,-1.959
4.658,4.677,3.062
3.728,5.903,7.389
2.981,6.763,9.304
2.872,6.130,9.034
3.297,4.169,7.306
4.036,2.487,3.945
5.255,2.745,-1.433
7.244,5.214,-7.486
9.693,8.628,-10.917
11.533,11.256,-9.049
11.746,11.946,-2.787
10.337,10.390,3.519
8.339,6.924,5.642
6.790,2.449,3.019
5.715,-1.620,-1.220
4.164,-3.890,-3.496
1.184,-3.909,-2.820
-3.248,-2.618,-0.907
-8.102,-1.687,-0.001
-11.915,-2.234,-1.014
-13.496,-4.040,-3.403
-12.390,-5.882,-5.979
-9.100,-6.464,-7.418
-5.065,-5.110,-6.532
-2.103,-1.835,-2.947
-1.305,2.869,2.079
-2.110,8.217,5.952
-2.649,13.207,6.619
-1.392,16.831,4.531
1.250,18.407,2.558
3.054,17.844,3.540
1.909,15.674,7.635
-2.226,12.802,12.047
-7.267,10.102,13.467
-10.797,8.089,10.895
-11.903,6.876,6.209
-11.371,6.455,2.187
-10.467,6.987,0.153
-9.788,8.672,-0.555
-9.184,11.220,-1.293
-8.326,13.462,-2.757
-6.998,13.692,-4.918
-4.944,10.705,-7.641
-1.847,4.693,-10.673
2.223,-2.730,-12.896
6.385,-9.406,-12.275
9.186,-13.646,-7.359
9.470,-14.750,0.849
7.116,-12.954,8.871
3.080,-9.151,13.143
-1.169,-4.620,12.695
-4.310,-0.681,9.505
-5.632,1.729,6.324
-5.225,2.353,4.422
-3.874,1.539,3.484
-2.563,-0.100,3.119
-1.835,-2.000,3.637
-1.469,-3.785,5.011
-0.803,-5.351,5.690
0.615,-6.965,3.386
2.661,-9.148,-2.532
4.765,-12.179,-9.726
6.241,-15.529,-14.432
6.447,-17.944,-14.458
4.917,-18.318,-10.624
1.713,-16.667,-5.472
-2.165,-14.170,-1.016
-4.923,-12.136,2.166
-4.950,-10.861,4.219
-1.960,-9.477,5.194
2.679,-6.853,5.214
6.800,-2.601,5.011
8.735,2.666,5.656
8.105,7.835,7.399
5.704,11.889,8.789
2.834,14.244,7.279
0.600,14.887,1.258
-0.554,14.466,-7.925
-0.948,14.049,-15.849
-1.351,14.382,-17.595
-2.355,15.076,-11.491
-3.876,14.689,-0.920
-5.171,12.011,7.894
-5.351,7.544,10.679
-3.934,3.508,8.302
-1.074,1.972,5.328
2.534,2.737,5.398
5.871,3.216,7.999
7.947,0.703,9.686
8.278,-5.102,8.080
7.226,-11.856,4.245
5.752,-16.721,1.143
4.590,-18.546,0.272
3.576,-17.962,0.309
1.912,-15.874,-0.961
-0.811,-12.591,-3.949
-3.849,-8.539,-6.853
-5.733,-5.116,-7.712
-5.487,-3.897,-6.397
-3.435,-4.770,-4.493
-0.803,-5.464,-3.663
1.398,-3.563,-4.398
2.955,0.992,-5.966
3.975,5.780,-6.907
4.092,8.361,-5.636
2.496,8.504,-1.502
-1.022,7.769,4.042
-5.226,7.338,7.792
-8.051,7.011,7.401
-8.461,6.463,3.988
-7.661,6.709,1.359
-8.075,9.407,1.962
-10.799,14.626,4.074
-14.122,19.991,3.872
-14.932,22.632,0.268
-11.756,21.875,-3.451
-6.261,19.555,-3.336
-1.596,17.649,0.573
0.565,16.099,4.307
1.088,13.353,4.450
1.654,8.737,1.513
2.569,3.662,-1.385
2.685,0.154,-2.125
1.196,-1.436,-0.981
-1.122,-2.790,0.916
-2.748,-5.621,3.038
-3.125,-9.657,5.076
-3.126,-12.880,6.315
-3.908,-13.614,6.503
-5.647,-12.101,6.887
-7.549,-9.964,9.131
-8.775,-8.430,12.802
-9.079,-7.331,14.880
-8.644,-5.712,12.698
-7.634,-3.022,7.176
-6.025,0.423,2.278
-3.690,3.853,0.989
-0.475,6.497,2.371
3.680,7.655,3.063
8.502,6.834,1.409
13.173,4.226,-0.619
16.498,0.971,0.086
17.425,-1.446,3.707
15.516,-2.321,6.448
11.031,-2.124,3.813
4.741,-1.673,-4.978
-2.239,-1.050,-15.740
-8.567,0.403,-22.378
-12.941,2.989,-21.392
-14.581,5.821,-14.056
-13.596,7.329,-5.052
-10.900,6.573,0.625
-7.618,3.940,0.229
-4.474,0.640,-5.539
-1.644,-2.320,-12.603
0.834,-4.641,-15.219
2.611,-6.513,-9.587
3.151,-8.267,2.570
2.356,-10.254,14.109
0.989,-12.780,17.591
0.191,-15.782,11.594
0.403,-18.451,2.036
0.860,-19.347,-3.223
0.346,-17.201,-1.220
-1.457,-11.913,4.576
-3.498,-4.925,8.876
-4.329,1.413,9.612
-3.464,5.052,8.245
-1.654,5.192,6.389
0.068,2.391,3.869
1.359,-2.066,0.418
2.536,-6.905,-2.135
3.864,-11.197,-0.954
5.223,-14.335,4.276
6.438,-15.916,9.902
7.563,-15.758,11.193
8.548,-13.953,6.655
8.744,-10.815,-0.833
7.146,-6.786,-6.925
3.362,-2.385,-9.310
-1.681,1.805,-8.464
-6.130,5.266,-6.066
-8.394,7.743,-3.735
-8.090,9.308,-3.096
-6.063,10.144,-5.586
-3.708,10.246,-10.931
-2.215,9.414,-16.017
-2.126,7.595,-16.632
-3.239,5.227,-11.270
-4.802,3.200,-3.025
-5.933,2.420,2.890
-6.107,3.355,3.548
-5.408,5.890,-0.047
-4.392,9.541,-5.245
-3.669,13.772,-10.440
-3.520,18.142,-14.837
-3.762,22.163,-16.676
-3.861,25.014,-13.672
-3.154,25.496,-5.994
-1.127,22.571,2.299
2.271,16.282,6.253
6.368,8.298,4.568
9.877,1.300,0.362
11.547,-2.582,-2.694
10.993,-3.143,-3.984
8.992,-2.117,-5.188
6.860,-1.833,-7.007
5.438,-3.684,-8.208
4.691,-7.532,-7.928
4.196,-12.195,-7.287
3.724,-16.250,-7.537
3.139,-18.550,-7.457
1.936,-18.506,-4.318
-0.552,-16.417,2.087
-4.164,-13.614,7.614
-7.396,-11.847,7.260
-8.425,-11.944,0.455
-6.878,-12.771,-7.841
-4.352,-11.805,-11.665
-2.906,-7.254,-9.414
-3.104,0.010,-4.756
-3.719,6.729,-2.634
-3.213,9.763,-4.574
-1.140,8.617,-7.525
1.921,5.571,-6.940
5.337,3.426,-1.222
8.795,3.233,6.419
11.866,4.123,10.490
13.781,4.870,8.027
14.058,5.019,1.197
13.122,4.487,-4.880
11.875,2.728,-6.857
10.570,-0.906,-5.401
8.422,-5.895,-2.908
4.583,-10.212,0.047
-0.594,-11.833,4.875
-5.506,-10.597,11.577
-8.533,-8.300,16.491
-9.184,-6.868,14.899
-7.999,-6.706,6.372
-5.653,-6.923,-3.121
-2.495,-6.824,-5.472
0.991,-6.684,2.393
3.702,-6.985,15.219
4.400,-7.331,23.366
2.872,-6.588,20.665
0.351,-4.147,9.254
-1.528,-0.782,-2.667
-2.286,1.941,-7.872
-2.977,3.100,-5.542
-4.944,3.165,-0.671
-8.295,3.324,1.279
-11.728,4.129,-0.945
-13.752,4.829,-4.382
-13.904,4.044,-5.659
-12.812,1.179,-4.372
-11.368,-2.704,-2.907
-10.000,-5.374,-3.495
-8.521,-4.975,-5.823
-6.355,-1.439,-7.475
-2.932,3.340,-6.490
1.767,6.658,-3.360
6.814,6.612,-0.584
10.772,3.083,-0.318
12.915,-2.388,-2.402
14.092,-7.530,-4.552
16.012,-10.442,-4.401
19.453,-10.365,-1.390
23.301,-7.886,3.038
25.584,-4.515,6.760
25.354,-1.809,8.381
23.339,-0.455,7.707
20.758,0.118,5.458
17.894,1.232,2.843
14.122,3.734,1.150
9.167,6.994,1.240
3.939,9.083,3.143
-0.086,8.240,6.194
-2.203,4.484,9.655
-3.039,-0.169,13.043
-3.821,-3.230,15.717
-5.109,-3.620,16.436
-6.220,-2.171,13.959
-5.874,-0.383,8.596
-3.575,1.081,3.075
-0.535,2.594,1.230
0.785,4.524,5.072
-1.604,6.367,12.647
-7.580,7.072,18.792
-14.832,6.089,18.556
-20.453,3.908,10.803
-22.796,1.620,-0.689
-22.029,0.073,-9.541
-19.242,-0.573,-10.934
-15.336,-0.692,-4.736
-10.756,-0.736,4.575
-5.934,-0.808,11.085
-1.521,-0.509,11.378
1.975,0.783,6.395
4.609,3.242,0.049
6.845,6.039,-4.081
8.933,7.625,-5.262
10.529,6.874,-5.445
11.056,4.155,-6.829
10.364,1.150,-9.559
8.898,-0.600,-11.778
7.147,-1.113,-11.871
5.042,-1.878,-10.381
2.112,-4.289,-9.331
-1.657,-8.182,-9.680
-5.307,-12.014,-10.039
-7.502,-14.423,-8.360
-7.722,-15.423,-4.625
-6.731,-16.022,-0.990
-5.698,-16.924,0.982
-4.916,-17.968,2.411
-3.566,-18.774,5.451
-0.783,-19.443,9.682
3.189,-20.201,11.331
7.033,-20.529,7.103
9.476,-19.273,-1.473
10.243,-15.983,-8.483
9.914,-11.903,-8.911
9.020,-9.174,-3.204
7.488,-8.851,3.705
5.019,-9.844,7.413
1.925,-9.898,7.367
-0.651,-7.523,5.299
-1.575,-2.925,1.743
-0.954,2.649,-4.407
-0.477,8.181,-12.753
-2.239,13.472,-19.294
-6.880,18.817,-19.214
-12.710,24.337,-12.164
-16.712,29.529,-3.699
-16.612,33.285,-0.291
-12.275,34.342,-2.863
-5.451,31.962,-6.065
1.528,26.394,-4.291
6.886,18.831,2.247
9.723,10.987,8.164
9.918,4.682,9.194
8.068,1.485,6.671
5.388,2.082,5.167
3.248,5.462,6.593
2.427,8.852,8.066
2.674,9.248,5.978
2.985,5.795,0.999
2.371,0.825,-2.296
0.544,-1.864,-0.828
-1.935,-0.248,3.169
-4.035,4.206,4.631
-4.907,8.015,1.536
-4.413,8.783,-2.817
-3.195,6.836,-3.730
-2.150,4.059,-0.377
-1.703,1.712,3.753
-1.535,-0.276,5.310
-1.029,-2.231,4.658
0.046,-3.762,4.489
1.365,-4.383,5.896
2.524,-4.764,7.297
3.446,-6.614,7.255
4.217,-10.849,6.844
4.659,-16.144,7.958
4.435,-19.790,9.816
3.677,-20.204,8.801
3.246,-18.350,2.592
4.009,-16.506,-6.309
5.813,-15.790,-12.359
7.465,-15.265,-12.415
7.937,-13.540,-8.683
7.498,-10.846,-5.892
7.395,-9.043,-6.150
8.414,-9.515,-7.367
9.979,-11.405,-6.554
10.833,-12.272,-3.616
10.453,-10.499,-1.130
9.526,-6.811,-0.811
8.984,-3.382,-1.317
8.754,-1.650,-0.157
7.683,-1.177,2.813
4.690,-0.455,4.821
-0.103,1.579,3.398
-5.366,4.938,-0.597
-9.569,9.074,-4.071
-11.960,13.455,-5.710
-12.714,17.537,-7.751
-12.390,20.543,-12.777
-11.427,21.696,-19.197
-10.152,20.763,-21.454
-9.044,18.237,-15.818
-8.724,14.923,-5.489
-9.488,11.469,1.457
-10.835,8.328,-0.070
-11.633,5.939,-6.857
-10.957,4.675,-10.653
-8.933,4.512,-6.567
-6.797,4.920,2.497
-5.963,5.225,9.751
-6.820,5.084,11.653
-8.251,4.584,10.112
-8.379,3.953,8.268
-6.090,3.342,6.172
-2.067,2.916,1.964
1.663,2.999,-3.621
3.465,3.895,-6.311
3.568,5.412,-3.095
3.764,6.648,3.054
5.521,6.461,5.224
8.411,4.402,-0.010
10.542,1.261,-8.277
10.507,-1.434,-11.751
8.686,-2.632,-7.630
6.524,-2.497,-1.216
4.812,-1.883,-0.100
3.088,-1.149,-6.090
0.703,0.176,-13.860
-1.991,2.391,-17.239
-3.978,4.534,-15.449
-4.923,4.927,-12.374
-5.650,3.038,-10.665
-6.926,0.476,-8.439
-8.007,-0.468,-2.604
-6.932,0.655,5.732
-2.588,1.901,11.061
3.587,1.256,9.399
8.240,-0.697,3.433
8.649,-1.062,0.362
4.865,2.265,4.377
-0.453,8.223,12.224
-4.149,13.754,16.944
-4.684,17.118,15.350
-2.680,19.347,10.536
0.054,22.131,7.001
1.825,24.829,5.019
1.718,24.458,1.436
-0.390,18.845,-4.603
-3.928,9.245,-9.136
-7.660,-0.683,-7.947
-9.967,-8.363,-2.393
-9.671,-14.151,1.541
-7.003,-19.687,0.246
-3.774,-25.042,-3.401
-2.154,-28.225,-4.242
-2.787,-27.468,-1.844
-3.938,-23.323,-1.008
-2.813,-18.101,-5.110
1.805,-13.619,-11.194
8.007,-10.085,-13.342
11.985,-7.138,-9.851
11.087,-5.194,-4.873
5.918,-5.039,-2.813
-0.384,-6.211,-3.151
-4.740,-6.511,-2.177
-6.058,-3.714,1.343
-5.112,2.156,4.313
-3.229,8.491,3.266
-1.338,12.188,-1.443
0.194,12.198,-6.364
1.490,10.181,-8.950
3.086,8.834,-9.507
5.459,9.519,-9.297
8.230,11.211,-8.090
10.025,11.487,-4.638
9.566,8.564,0.624
7.068,2.755,4.337
4.329,-3.666,2.618
3.200,-7.955,-4.715
3.993,-8.574,-12.502
5.376,-6.015,-13.753
5.681,-2.393,-5.904
4.205,-0.144,6.290
1.502,-0.550,14.853
-1.213,-2.943,16.039
-2.878,-5.209,13.266
-3.175,-5.363,12.231
-2.654,-3.030,13.960
