SITE CODE= 41329éÖãõêÏésàÍÇÃã{          ,37.4962,137.2705, 15.86,7.6,45292.6738723, 12.58, 21.45
 LAT.=   37.0388
 LON.=  137.8633
 SAMPLING RATE= 100Hz
 UNIT  = gal(cm/s/s)
INITIAL TIME = 2024 01 01 16 10 10
 NS,EW,UD
-0.781,-0.057,1.099
-0.003,-1.192,1.405
0.784,-2.337,1.406
1.592,-3.187,1.290
2.398,-3.553,1.221
3.090,-3.369,1.297
3.522,-2.720,1.565
3.622,-1.870,1.986
3.425,-1.168,2.378
3.027,-0.831,2.531
2.508,-0.776,2.412
1.903,-0.694,2.199
1.217,-0.319,2.062
0.469,0.349,1.951
-0.279,1.103,1.697
-0.923,1.775,1.280
-1.350,2.386,0.934
-1.468,3.037,0.917
-1.245,3.680,1.241
-0.711,4.072,1.673
0.044,3.999,1.968
0.867,3.505,2.072
1.575,2.898,2.083
2.005,2.488,2.108
2.091,2.355,2.182
1.903,2.335,2.277
1.593,2.215,2.326
1.293,1.909,2.273
1.033,1.495,2.124
0.729,1.164,1.964
0.269,1.135,1.857
-0.358,1.576,1.740
-0.997,2.473,1.466
-1.387,3.546,1.025
-1.327,4.336,0.654
-0.831,4.467,0.663
-0.138,3.919,1.090
0.448,3.045,1.599
0.735,2.329,1.777
0.709,2.078,1.545
0.455,2.290,1.238
0.043,2.758,1.263
-0.506,3.246,1.689
-1.173,3.600,2.207
-1.905,3.750,2.444
-2.631,3.685,2.320
-3.272,3.446,2.068
-3.753,3.132,1.940
-4.004,2.852,1.930
-4.019,2.677,1.801
-3.875,2.589,1.371
-3.695,2.494,0.759
-3.549,2.258,0.303
-3.432,1.784,0.228
-3.354,1.079,0.405
-3.435,0.293,0.483
-3.840,-0.327,0.247
-4.574,-0.585,-0.169
-5.360,-0.470,-0.449
-5.779,-0.199,-0.417
-5.591,-0.064,-0.158
-4.919,-0.225,0.146
-4.122,-0.605,0.405
-3.509,-0.949,0.590
-3.157,-1.003,0.611
-3.002,-0.646,0.348
-2.984,0.085,-0.152
-3.084,1.077,-0.588
-3.211,2.176,-0.639
-3.175,3.216,-0.298
-2.826,4.031,0.094
-2.212,4.517,0.178
-1.561,4.672,-0.068
-1.062,4.575,-0.335
-0.703,4.308,-0.333
-0.329,3.903,-0.077
0.132,3.400,0.157
0.564,2.944,0.136
0.788,2.762,-0.112
0.746,3.009,-0.368
0.542,3.587,-0.462
0.300,4.144,-0.421
0.025,4.307,-0.415
-0.354,3.941,-0.580
-0.861,3.223,-0.897
-1.403,2.470,-1.214
-1.853,1.900,-1.344
-2.159,1.529,-1.173
-2.370,1.258,-0.724
-2.562,1.015,-0.165
-2.754,0.805,0.264
-2.901,0.667,0.388
-2.951,0.613,0.231
-2.904,0.630,-0.012
-2.839,0.714,-0.152
-2.868,0.882,-0.176
-3.077,1.125,-0.213
-3.460,1.375,-0.348
-3.908,1.556,-0.506
-4.271,1.662,-0.557
-4.468,1.797,-0.501
-4.533,2.096,-0.481
-4.583,2.595,-0.596
-4.694,3.183,-0.744
-4.829,3.664,-0.714
-4.849,3.888,-0.436
-4.598,3.821,-0.073
-3.992,3.521,0.138
-3.052,3.070,0.117
-1.908,2.538,-0.015
-0.767,1.989,-0.093
0.143,1.486,-0.054
0.671,1.068,0.055
0.837,0.731,0.164
0.791,0.426,0.196
0.694,0.093,0.068
0.578,-0.307,-0.261
0.366,-0.767,-0.697
-0.005,-1.211,-1.030
-0.472,-1.516,-1.110
-0.882,-1.561,-1.013
-1.116,-1.298,-0.942
-1.159,-0.805,-0.975
-1.091,-0.266,-0.958
-1.029,0.112,-0.714
-1.086,0.225,-0.316
-1.333,0.128,-0.064
-1.743,0.016,-0.166
-2.156,0.099,-0.482
-2.370,0.449,-0.665
-2.304,0.957,-0.526
-2.078,1.417,-0.219
-1.923,1.687,-0.057
-1.993,1.778,-0.202
-2.243,1.808,-0.544
-2.517,1.887,-0.838
-2.697,2.076,-0.887
-2.784,2.388,-0.624
-2.836,2.822,-0.139
-2.864,3.325,0.344
-2.793,3.768,0.542
-2.521,4.005,0.319
-2.003,3.990,-0.175
-1.298,3.824,-0.565
-0.544,3.658,-0.551
0.112,3.535,-0.152
0.581,3.378,0.330
0.846,3.109,0.582
0.941,2.784,0.530
0.891,2.539,0.326
0.682,2.426,0.162
0.291,2.322,0.100
-0.273,2.055,0.064
-0.932,1.587,-0.042
-1.548,1.048,-0.224
-1.975,0.583,-0.368
-2.132,0.194,-0.323
-2.051,-0.234,-0.034
-1.859,-0.760,0.382
-1.692,-1.274,0.706
-1.620,-1.597,0.810
-1.618,-1.651,0.771
-1.614,-1.526,0.782
-1.557,-1.376,0.930
-1.445,-1.264,1.111
-1.306,-1.126,1.172
-1.176,-0.867,1.121
-1.099,-0.457,1.118
-1.096,0.055,1.268
-1.145,0.596,1.449
-1.181,1.109,1.439
-1.165,1.561,1.171
-1.136,1.934,0.825
-1.184,2.239,0.651
-1.347,2.500,0.738
-1.550,2.712,0.977
-1.679,2.815,1.226
-1.705,2.729,1.427
-1.710,2.454,1.588
-1.774,2.105,1.711
-1.856,1.844,1.773
-1.840,1.765,1.762
-1.681,1.818,1.676
-1.477,1.864,1.499
-1.365,1.766,1.222
-1.365,1.439,0.916
-1.364,0.856,0.732
-1.266,0.052,0.804
-1.141,-0.843,1.108
-1.179,-1.633,1.467
-1.508,-2.157,1.704
-2.047,-2.416,1.789
-2.570,-2.565,1.820
-2.891,-2.756,1.887
-2.998,-2.984,1.968
-3.007,-3.110,1.976
-3.026,-3.034,1.875
-3.058,-2.847,1.746
-3.030,-2.756,1.707
-2.892,-2.881,1.793
-2.678,-3.129,1.903
-2.465,-3.269,1.898
-2.296,-3.131,1.721
-2.158,-2.718,1.431
-2.006,-2.162,1.132
-1.830,-1.602,0.882
-1.651,-1.116,0.703
-1.464,-0.720,0.622
-1.212,-0.388,0.700
-0.818,-0.077,0.961
-0.262,0.247,1.330
0.382,0.560,1.659
0.997,0.777,1.816
1.497,0.828,1.787
1.844,0.731,1.669
2.016,0.594,1.595
1.971,0.499,1.628
1.695,0.419,1.699
1.255,0.241,1.647
0.801,-0.103,1.354
0.480,-0.558,0.882
0.347,-1.004,0.487
0.359,-1.371,0.431
0.440,-1.680,0.753
0.546,-1.961,1.193
0.669,-2.180,1.390
0.805,-2.267,1.188
0.938,-2.235,0.770
1.053,-2.218,0.476
1.152,-2.358,0.484
1.244,-2.651,0.654
1.334,-2.923,0.693
1.438,-2.964,0.473
1.593,-2.706,0.176
1.847,-2.261,0.101
2.201,-1.809,0.355
2.571,-1.467,0.742
2.820,-1.253,0.956
2.852,-1.144,0.876
2.678,-1.125,0.645
2.400,-1.177,0.507
2.126,-1.261,0.573
1.915,-1.326,0.765
1.779,-1.361,0.919
1.742,-1.392,0.922
1.848,-1.435,0.763
2.127,-1.438,0.524
2.520,-1.305,0.352
2.877,-0.987,0.398
3.030,-0.542,0.713
2.911,-0.121,1.159
2.595,0.133,1.468
2.251,0.155,1.441
2.019,-0.018,1.111
1.942,-0.287,0.706
1.978,-0.546,0.445
2.062,-0.724,0.387
2.157,-0.821,0.462
2.236,-0.898,0.601
2.281,-1.037,0.785
2.281,-1.275,0.966
2.250,-1.596,1.020
2.219,-1.959,0.856
2.210,-2.334,0.556
2.215,-2.679,0.353
2.212,-2.925,0.421
2.171,-2.995,0.696
2.066,-2.888,0.941
1.869,-2.705,0.989
1.574,-2.566,0.884
1.226,-2.493,0.788
0.912,-2.397,0.785
0.712,-2.181,0.822
0.654,-1.847,0.817
0.708,-1.482,0.782
0.841,-1.162,0.788
1.043,-0.902,0.836
1.336,-0.706,0.817
1.743,-0.608,0.619
2.261,-0.642,0.277
2.849,-0.780,-0.020
3.411,-0.936,-0.069
3.831,-1.071,0.174
4.026,-1.237,0.549
4.008,-1.517,0.801
3.853,-1.909,0.748
3.625,-2.317,0.399
3.325,-2.655,-0.048
2.927,-2.918,-0.340
2.456,-3.148,-0.346
1.998,-3.317,-0.157
1.633,-3.300,0.007
1.369,-2.988,0.001
1.171,-2.424,-0.117
1.040,-1.820,-0.194
1.024,-1.432,-0.186
1.140,-1.382,-0.221
1.303,-1.581,-0.421
1.382,-1.784,-0.674
1.319,-1.755,-0.715
1.188,-1.425,-0.416
1.120,-0.936,0.012
1.180,-0.537,0.204
1.325,-0.399,0.016
1.473,-0.479,-0.333
1.584,-0.578,-0.492
1.679,-0.512,-0.311
1.793,-0.269,0.095
1.926,0.003,0.544
2.058,0.135,0.927
2.161,0.073,1.152
2.236,-0.102,1.077
2.305,-0.257,0.646
2.372,-0.315,0.093
2.400,-0.281,-0.141
2.315,-0.230,0.193
2.079,-0.252,0.830
1.768,-0.399,1.183
1.561,-0.635,0.892
1.618,-0.835,0.181
1.930,-0.861,-0.349
2.307,-0.682,-0.298
2.539,-0.413,0.202
2.578,-0.244,0.667
2.563,-0.286,0.742
2.661,-0.497,0.480
2.900,-0.731,0.219
3.138,-0.875,0.227
3.216,-0.919,0.464
3.079,-0.913,0.651
2.797,-0.879,0.573
2.492,-0.785,0.305
2.250,-0.601,0.145
2.121,-0.351,0.285
2.119,-0.114,0.565
2.213,0.068,0.610
2.317,0.225,0.228
2.331,0.443,-0.327
2.220,0.780,-0.581
2.053,1.205,-0.326
1.962,1.607,0.141
2.017,1.867,0.307
2.163,1.931,-0.046
2.257,1.830,-0.655
2.189,1.650,-1.063
1.967,1.476,-1.042
1.685,1.359,-0.720
1.438,1.324,-0.384
1.255,1.384,-0.240
1.123,1.538,-0.321
1.027,1.736,-0.538
0.953,1.883,-0.735
0.844,1.898,-0.781
0.603,1.778,-0.687
0.185,1.621,-0.636
-0.329,1.537,-0.826
-0.751,1.551,-1.215
-0.931,1.575,-1.494
-0.877,1.504,-1.366
-0.731,1.327,-0.878
-0.639,1.154,-0.410
-0.614,1.127,-0.294
-0.563,1.304,-0.485
-0.385,1.629,-0.640
-0.074,1.975,-0.508
0.284,2.231,-0.188
0.574,2.330,0.010
0.728,2.262,-0.090
0.753,2.065,-0.370
0.718,1.803,-0.598
0.704,1.524,-0.694
0.754,1.227,-0.787
0.847,0.871,-1.007
0.934,0.452,-1.306
0.985,0.048,-1.491
1.002,-0.212,-1.440
0.982,-0.261,-1.233
0.882,-0.156,-1.059
0.657,-0.035,-0.994
0.327,-0.009,-0.924
-0.003,-0.101,-0.680
-0.219,-0.255,-0.268
-0.298,-0.401,0.096
-0.319,-0.492,0.163
-0.387,-0.496,-0.108
-0.530,-0.398,-0.519
-0.684,-0.205,-0.802
-0.772,0.044,-0.837
-0.775,0.301,-0.690
-0.726,0.510,-0.507
-0.645,0.635,-0.392
-0.487,0.651,-0.394
-0.180,0.565,-0.555
0.297,0.425,-0.897
0.863,0.295,-1.353
1.380,0.214,-1.734
1.735,0.167,-1.849
1.898,0.102,-1.677
1.916,-0.007,-1.418
1.866,-0.136,-1.328
1.831,-0.232,-1.471
1.881,-0.256,-1.678
2.036,-0.225,-1.734
2.242,-0.207,-1.607
2.383,-0.278,-1.433
2.374,-0.464,-1.293
2.237,-0.703,-1.065
2.104,-0.891,-0.585
2.106,-0.969,0.069
2.256,-0.994,0.521
2.461,-1.111,0.410
2.620,-1.421,-0.239
2.708,-1.872,-0.990
2.763,-2.283,-1.364
2.827,-2.482,-1.238
2.916,-2.426,-0.882
3.044,-2.198,-0.669
3.237,-1.909,-0.743
3.485,-1.604,-0.971
3.714,-1.279,-1.120
3.814,-0.938,-1.081
3.752,-0.626,-0.930
3.603,-0.388,-0.824
3.487,-0.229,-0.842
3.457,-0.122,-0.892
3.443,-0.060,-0.804
3.322,-0.080,-0.521
3.018,-0.216,-0.210
2.543,-0.447,-0.141
1.974,-0.693,-0.411
1.413,-0.881,-0.787
0.960,-1.011,-0.874
0.677,-1.163,-0.489
0.543,-1.421,0.157
0.440,-1.818,0.629
0.232,-2.299,0.656
-0.116,-2.752,0.340
-0.505,-3.054,0.011
-0.799,-3.141,-0.070
-0.954,-3.045,0.096
-1.027,-2.884,0.307
-1.062,-2.782,0.355
-1.001,-2.769,0.164
-0.743,-2.754,-0.176
-0.285,-2.605,-0.490
0.239,-2.266,-0.627
0.687,-1.808,-0.549
1.059,-1.369,-0.339
1.480,-1.047,-0.118
2.044,-0.849,0.051
2.679,-0.723,0.169
3.199,-0.614,0.241
3.464,-0.494,0.219
3.450,-0.336,0.065
3.191,-0.118,-0.165
2.699,0.131,-0.325
1.995,0.280,-0.302
1.197,0.133,-0.121
0.516,-0.423,0.106
0.109,-1.296,0.318
-0.049,-2.193,0.561
-0.124,-2.818,0.885
-0.225,-3.078,1.201
-0.276,-3.127,1.307
-0.105,-3.219,1.083
0.335,-3.493,0.664
0.863,-3.896,0.355
1.192,-4.254,0.359
1.151,-4.404,0.555
0.786,-4.264,0.599
0.268,-3.849,0.265
-0.269,-3.234,-0.304
-0.746,-2.546,-0.709
-1.093,-1.914,-0.696
-1.222,-1.414,-0.415
-1.101,-1.051,-0.257
-0.833,-0.785,-0.413
-0.601,-0.587,-0.652
-0.510,-0.457,-0.577
-0.521,-0.399,-0.088
-0.527,-0.418,0.477
-0.512,-0.532,0.676
-0.570,-0.783,0.412
-0.795,-1.194,-0.019
-1.159,-1.714,-0.280
-1.542,-2.214,-0.330
-1.855,-2.556,-0.385
-2.093,-2.684,-0.609
-2.282,-2.629,-0.940
-2.395,-2.451,-1.200
-2.396,-2.149,-1.287
-2.336,-1.666,-1.218
-2.356,-0.949,-1.035
-2.554,-0.017,-0.754
-2.865,1.027,-0.438
-3.105,2.020,-0.226
-3.150,2.774,-0.241
-3.041,3.110,-0.447
-2.906,2.906,-0.659
-2.783,2.176,-0.683
-2.594,1.120,-0.473
-2.278,0.054,-0.137
-1.945,-0.749,0.163
-1.822,-1.215,0.314
-2.062,-1.445,0.287
-2.601,-1.531,0.112
-3.220,-1.393,-0.153
-3.720,-0.844,-0.458
-4.024,0.147,-0.747
-4.118,1.266,-0.943
-3.964,1.982,-0.948
-3.538,1.960,-0.746
-2.923,1.352,-0.487
-2.312,0.676,-0.428
-1.856,0.354,-0.694
-1.495,0.383,-1.092
-1.005,0.426,-1.229
-0.253,0.221,-0.885
0.597,-0.145,-0.260
1.166,-0.375,0.177
1.206,-0.310,0.112
0.845,-0.108,-0.366
0.481,-0.053,-0.926
0.420,-0.246,-1.319
0.617,-0.500,-1.516
0.753,-0.521,-1.569
0.541,-0.193,-1.463
-0.064,0.342,-1.168
-0.913,0.835,-0.783
-1.827,1.129,-0.520
-2.672,1.244,-0.527
-3.330,1.305,-0.725
-3.677,1.438,-0.883
-3.676,1.723,-0.812
-3.462,2.185,-0.503
-3.282,2.781,-0.109
-3.306,3.365,0.176
-3.465,3.727,0.230
-3.510,3.695,0.080
-3.217,3.268,-0.083
-2.577,2.629,-0.034
-1.790,2.007,0.275
-1.099,1.520,0.616
-0.618,1.141,0.657
-0.307,0.821,0.276
-0.080,0.605,-0.310
0.086,0.594,-0.768
0.155,0.791,-0.982
0.133,1.032,-1.128
0.110,1.113,-1.421
0.176,1.002,-1.842
0.307,0.871,-2.155
0.376,0.912,-2.170
0.306,1.107,-1.919
0.164,1.246,-1.571
0.065,1.184,-1.253
-0.024,1.055,-0.974
-0.318,1.170,-0.704
-0.999,1.698,-0.448
-1.977,2.439,-0.214
-2.918,2.957,0.025
-3.534,2.912,0.297
-3.805,2.255,0.571
-3.906,1.162,0.777
-3.948,-0.156,0.881
-3.868,-1.496,0.892
-3.580,-2.574,0.776
-3.165,-3.053,0.444
-2.815,-2.759,-0.145
-2.597,-1.895,-0.837
-2.358,-0.951,-1.342
-1.910,-0.341,-1.475
-1.297,-0.096,-1.313
-0.794,0.077,-1.102
-0.603,0.451,-0.995
-0.620,1.006,-0.932
-0.524,1.475,-0.782
-0.137,1.611,-0.516
0.373,1.406,-0.221
0.655,1.095,0.030
0.502,0.985,0.244
-0.012,1.273,0.436
-0.673,1.941,0.539
-1.345,2.792,0.453
-1.996,3.570,0.156
-2.586,4.115,-0.260
-3.010,4.416,-0.660
-3.191,4.556,-0.939
-3.182,4.604,-1.002
-3.106,4.563,-0.757
-3.013,4.404,-0.201
-2.822,4.102,0.454
-2.454,3.661,0.830
-1.963,3.117,0.657
-1.537,2.552,0.038
-1.344,2.091,-0.571
-1.417,1.815,-0.712
-1.669,1.680,-0.287
-1.976,1.526,0.403
-2.246,1.240,0.955
-2.428,0.894,1.164
-2.533,0.705,1.058
-2.622,0.843,0.736
-2.748,1.270,0.261
-2.882,1.797,-0.263
-2.922,2.263,-0.624
-2.794,2.636,-0.624
-2.550,2.936,-0.292
-2.301,3.120,0.100
-2.088,3.068,0.280
-1.835,2.723,0.244
-1.486,2.210,0.216
-1.124,1.779,0.369
-0.931,1.619,0.631
-1.008,1.713,0.813
-1.281,1.884,0.862
-1.595,1.984,0.909
-1.871,2.025,1.059
-2.124,2.127,1.209
-2.343,2.349,1.143
-2.419,2.595,0.799
-2.231,2.716,0.370
-1.790,2.681,0.096
-1.248,2.585,0.020
-0.768,2.497,-0.006
-0.403,2.306,-0.088
-0.133,1.819,-0.130
0.009,0.995,0.032
-0.094,0.061,0.380
-0.526,-0.655,0.660
-1.203,-0.982,0.633
-1.881,-0.967,0.317
-2.306,-0.685,-0.039
-2.379,-0.093,-0.231
-2.188,0.877,-0.288
-1.911,2.080,-0.368
-1.698,3.161,-0.526
-1.634,3.828,-0.652
-1.740,4.119,-0.641
-1.977,4.299,-0.583
-2.246,4.502,-0.696
-2.421,4.554,-1.082
-2.446,4.185,-1.577
-2.412,3.402,-1.882
-2.512,2.541,-1.828
-2.877,1.932,-1.504
-3.437,1.557,-1.134
-3.940,1.120,-0.871
-4.132,0.440,-0.705
-3.948,-0.319,-0.552
-3.526,-0.838,-0.362
-3.064,-1.011,-0.144
-2.654,-1.055,0.073
-2.248,-1.250,0.253
-1.756,-1.628,0.311
-1.145,-1.997,0.137
-0.452,-2.208,-0.315
0.272,-2.344,-0.934
0.976,-2.595,-1.501
1.573,-3.021,-1.852
1.934,-3.486,-1.986
1.975,-3.827,-2.003
1.779,-4.006,-1.941
1.571,-4.081,-1.722
1.538,-4.080,-1.306
1.652,-3.955,-0.826
1.706,-3.663,-0.529
1.538,-3.229,-0.535
1.208,-2.700,-0.707
0.943,-2.094,-0.777
0.929,-1.429,-0.611
1.181,-0.823,-0.293
1.605,-0.465,0.032
2.131,-0.466,0.353
2.727,-0.731,0.784
3.321,-1.023,1.382
3.769,-1.146,2.015
3.942,-1.088,2.462
3.823,-0.973,2.586
3.479,-0.931,2.435
2.961,-1.017,2.162
2.263,-1.213,1.901
1.398,-1.454,1.694
0.467,-1.636,1.508
-0.375,-1.639,1.283
-1.024,-1.406,0.999
-1.474,-1.010,0.706
-1.760,-0.635,0.497
-1.883,-0.459,0.417
-1.821,-0.535,0.398
-1.582,-0.766,0.317
-1.231,-0.982,0.139
-0.844,-1.053,0.016
-0.468,-0.975,0.169
-0.135,-0.854,0.653
0.095,-0.840,1.231
0.139,-1.027,1.543
-0.055,-1.404,1.421
-0.463,-1.866,1.037
-0.975,-2.272,0.722
-1.446,-2.522,0.635
-1.731,-2.595,0.652
-1.725,-2.553,0.578
-1.390,-2.505,0.408
-0.785,-2.553,0.307
-0.043,-2.728,0.345
0.685,-2.970,0.352
1.289,-3.165,0.116
1.705,-3.229,-0.303
1.891,-3.173,-0.549
1.822,-3.123,-0.329
1.530,-3.245,0.258
1.137,-3.634,0.798
0.814,-4.227,0.999
0.676,-4.801,0.977
0.728,-5.100,1.081
0.906,-5.002,1.476
1.166,-4.611,1.964
1.534,-4.177,2.218
2.039,-3.890,2.154
2.635,-3.733,2.010
3.188,-3.526,2.071
3.546,-3.118,2.365
3.622,-2.525,2.639
3.434,-1.918,2.606
3.060,-1.461,2.179
2.600,-1.204,1.507
2.144,-1.118,0.839
1.762,-1.199,0.397
1.484,-1.486,0.301
1.266,-1.993,0.513
1.026,-2.608,0.819
0.706,-3.121,0.940
0.359,-3.354,0.766
0.121,-3.289,0.490
0.102,-3.064,0.438
0.260,-2.863,0.709
0.430,-2.791,1.015
0.464,-2.832,0.945
0.367,-2.909,0.380
0.284,-2.966,-0.389
0.363,-2.990,-0.969
0.623,-2.990,-1.215
0.947,-2.935,-1.230
1.172,-2.745,-1.113
1.185,-2.362,-0.844
0.979,-1.823,-0.470
0.662,-1.282,-0.246
0.414,-0.920,-0.429
0.384,-0.820,-0.917
0.576,-0.924,-1.236
0.851,-1.098,-1.019
1.059,-1.240,-0.444
1.194,-1.326,-0.088
1.375,-1.375,-0.310
1.691,-1.395,-0.881
2.075,-1.393,-1.286
2.364,-1.416,-1.298
2.467,-1.545,-1.158
2.422,-1.832,-1.182
2.296,-2.222,-1.346
2.080,-2.585,-1.365
1.743,-2.831,-1.107
1.351,-3.002,-0.752
1.067,-3.250,-0.521
0.976,-3.678,-0.398
0.970,-4.236,-0.245
0.857,-4.743,-0.148
0.589,-5.027,-0.414
0.337,-5.029,-1.135
0.313,-4.784,-1.884
0.538,-4.342,-2.050
0.849,-3.748,-1.554
1.087,-3.103,-1.061
1.246,-2.579,-1.341
1.397,-2.321,-2.392
1.544,-2.331,-3.318
1.604,-2.461,-3.166
1.548,-2.554,-1.850
1.472,-2.569,-0.217
1.480,-2.536,0.767
1.524,-2.447,0.826
1.441,-2.219,0.395
1.169,-1.810,0.002
0.903,-1.323,-0.232
0.953,-0.940,-0.477
1.444,-0.754,-0.757
2.178,-0.671,-0.831
2.798,-0.536,-0.554
3.084,-0.306,-0.209
3.072,-0.111,-0.318
2.941,-0.112,-1.035
2.815,-0.336,-1.832
2.711,-0.648,-1.914
2.602,-0.869,-0.988
2.475,-0.924,0.404
2.334,-0.861,1.391
2.181,-0.771,1.543
2.051,-0.693,1.141
2.018,-0.613,0.746
2.121,-0.543,0.621
2.279,-0.566,0.635
2.322,-0.756,0.600
2.159,-1.048,0.544
1.911,-1.208,0.595
1.838,-1.006,0.735
2.108,-0.457,0.796
2.634,0.140,0.674
3.139,0.426,0.416
3.366,0.280,0.096
3.233,-0.109,-0.305
2.824,-0.467,-0.755
2.291,-0.698,-0.985
1.766,-0.914,-0.669
1.306,-1.238,0.131
0.884,-1.628,0.817
0.423,-1.893,0.749
-0.102,-1.843,-0.050
-0.589,-1.418,-0.812
-0.853,-0.697,-0.774
-0.777,0.141,0.025
-0.418,0.881,0.788
0.047,1.350,0.802
0.473,1.531,0.141
0.812,1.577,-0.533
1.067,1.688,-0.753
1.208,1.955,-0.683
1.195,2.309,-0.782
1.051,2.624,-1.172
0.877,2.833,-1.499
0.774,2.945,-1.373
0.759,3.002,-0.822
0.773,3.054,-0.249
0.751,3.182,0.002
0.668,3.468,-0.044
0.536,3.902,-0.103
0.385,4.355,0.036
0.253,4.657,0.298
0.180,4.735,0.433
0.187,4.650,0.273
0.250,4.518,-0.094
0.334,4.414,-0.413
0.435,4.373,-0.523
0.577,4.420,-0.522
0.767,4.563,-0.645
0.971,4.732,-0.938
1.123,4.768,-1.105
1.175,4.516,-0.765
1.115,3.935,0.102
0.953,3.163,1.027
0.723,2.460,1.434
0.497,2.082,1.151
0.386,2.145,0.528
0.492,2.558,0.044
0.838,3.079,-0.116
1.332,3.473,-0.089
1.797,3.675,-0.052
2.051,3.802,-0.047
2.007,4.019,-0.081
1.728,4.383,-0.230
1.376,4.817,-0.507
1.109,5.167,-0.656
0.990,5.292,-0.292
0.996,5.086,0.646
1.117,4.525,1.646
1.394,3.717,1.993
1.861,2.902,1.445
2.453,2.337,0.475
3.023,2.125,-0.249
3.472,2.170,-0.527
3.816,2.300,-0.688
4.108,2.438,-0.998
4.306,2.635,-1.225
4.270,2.945,-0.922
3.929,3.302,-0.090
3.399,3.544,0.658
2.898,3.564,0.703
2.540,3.441,0.112
2.241,3.428,-0.407
1.845,3.763,-0.248
1.296,4.457,0.499
0.692,5.223,1.227
0.188,5.640,1.487
-0.114,5.453,1.359
-0.215,4.757,1.183
-0.189,3.906,1.070
-0.139,3.242,0.823
-0.125,2.897,0.318
-0.106,2.827,-0.186
0.018,2.948,-0.253
0.262,3.204,0.211
0.464,3.506,0.745
0.410,3.725,0.730
0.068,3.785,0.027
-0.341,3.756,-0.817
-0.540,3.791,-1.056
-0.459,3.946,-0.450
-0.256,4.102,0.518
-0.090,4.080,1.114
0.034,3.829,1.019
0.173,3.465,0.552
0.264,3.147,0.269
0.149,2.947,0.409
-0.206,2.824,0.730
-0.587,2.704,0.831
-0.710,2.541,0.550
-0.505,2.338,0.036
-0.154,2.148,-0.485
0.127,2.054,-0.928
0.319,2.138,-1.316
0.561,2.424,-1.601
0.952,2.878,-1.637
1.422,3.448,-1.357
1.837,4.078,-0.902
2.152,4.688,-0.529
2.442,5.153,-0.377
2.797,5.359,-0.408
3.222,5.290,-0.570
3.657,5.038,-0.926
4.050,4.711,-1.509
4.383,4.342,-2.090
4.617,3.912,-2.243
4.655,3.439,-1.776
4.403,2.997,-1.035
3.875,2.637,-0.650
3.199,2.324,-0.919
2.514,1.975,-1.490
1.822,1.567,-1.751
1.007,1.178,-1.463
0.001,0.903,-0.945
-1.055,0.756,-0.665
-1.863,0.681,-0.764
-2.212,0.619,-1.033
-2.168,0.569,-1.256
-2.012,0.546,-1.409
-1.994,0.531,-1.541
-2.154,0.474,-1.572
-2.366,0.375,-1.350
-2.512,0.334,-0.881
-2.570,0.504,-0.416
-2.554,0.967,-0.253
-2.444,1.638,-0.471
-2.202,2.281,-0.864
-1.847,2.643,-1.122
-1.465,2.606,-1.072
-1.129,2.246,-0.781
-0.829,1.755,-0.457
-0.482,1.288,-0.259
-0.006,0.869,-0.191
0.605,0.443,-0.166
1.284,-0.017,-0.148
1.930,-0.448,-0.220
2.442,-0.761,-0.459
2.754,-0.919,-0.794
2.843,-0.956,-1.011
2.713,-0.912,-0.952
2.379,-0.805,-0.698
1.884,-0.671,-0.522
1.320,-0.614,-0.658
0.821,-0.772,-1.079
0.489,-1.206,-1.487
0.300,-1.844,-1.523
0.124,-2.539,-1.039
-0.150,-3.166,-0.248
-0.501,-3.636,0.414
-0.811,-3.831,0.621
-1.003,-3.600,0.416
-1.127,-2.869,0.139
-1.294,-1.776,0.061
-1.531,-0.645,0.125
-1.764,0.201,0.082
-1.924,0.629,-0.121
-2.051,0.722,-0.198
-2.242,0.653,0.159
-2.512,0.553,0.865
-2.754,0.473,1.422
-2.859,0.432,1.412
-2.840,0.447,0.944
-2.799,0.503,0.550
-2.769,0.507,0.627
-2.656,0.307,1.023
-2.352,-0.201,1.212
-1.899,-0.976,0.861
-1.477,-1.832,0.176
-1.222,-2.563,-0.300
-1.097,-3.089,-0.232
-0.960,-3.480,0.199
-0.747,-3.845,0.501
-0.537,-4.205,0.369
-0.429,-4.474,-0.034
-0.411,-4.552,-0.257
-0.390,-4.420,-0.010
-0.342,-4.139,0.572
-0.382,-3.760,1.095
-0.628,-3.291,1.305
-1.024,-2.746,1.293
-1.344,-2.221,1.324
-1.402,-1.866,1.503
-1.246,-1.787,1.685
-1.115,-1.940,1.680
-1.199,-2.167,1.505
-1.448,-2.321,1.358
-1.627,-2.371,1.386
-1.543,-2.399,1.551
-1.228,-2.497,1.747
-0.890,-2.665,1.975
-0.732,-2.823,2.299
-0.800,-2.895,2.631
-0.990,-2.874,2.690
-1.158,-2.808,2.265
-1.214,-2.717,1.521
-1.167,-2.573,0.910
-1.088,-2.350,0.757
-1.060,-2.105,0.956
-1.134,-1.961,1.110
-1.303,-1.996,0.959
-1.502,-2.147,0.589
-1.655,-2.247,0.243
-1.737,-2.180,0.028
-1.803,-1.980,-0.119
-1.963,-1.787,-0.217
-2.309,-1.684,-0.112
-2.836,-1.635,0.363
-3.434,-1.555,1.122
-3.942,-1.443,1.794
-4.240,-1.393,1.997
