SITE CODE= 47254è„âzésíÜÉmñì            ,37.4962,137.2705, 15.86,7.6,45292.6738723, 15.25, 26.04
 LAT.=   37.1063
 LON.=  138.1601
 SAMPLING RATE= 100Hz
 UNIT  = gal(cm/s/s)
INITIAL TIME = 2024 01 01 16 09 10
 NS,EW,UD
0.671,-0.060,0.060
0.692,-0.057,-0.029
0.685,-0.036,-0.099
0.652,0.028,-0.078
0.602,0.141,0.038
0.542,0.274,0.171
0.477,0.382,0.225
0.425,0.433,0.171
0.414,0.428,0.059
0.448,0.402,-0.044
0.501,0.405,-0.120
0.535,0.459,-0.198
0.533,0.544,-0.274
0.503,0.615,-0.293
0.474,0.645,-0.200
0.476,0.638,-0.028
0.516,0.614,0.119
0.571,0.576,0.160
0.596,0.516,0.118
0.566,0.439,0.082
0.501,0.378,0.117
0.446,0.364,0.211
0.423,0.388,0.295
0.405,0.408,0.313
0.360,0.401,0.262
0.292,0.396,0.179
0.240,0.445,0.114
0.223,0.564,0.102
0.212,0.713,0.148
0.169,0.837,0.231
0.086,0.910,0.324
0.001,0.938,0.396
-0.035,0.932,0.425
-0.001,0.897,0.399
0.091,0.836,0.328
0.218,0.757,0.245
0.354,0.667,0.180
0.482,0.569,0.144
0.583,0.455,0.121
0.647,0.325,0.096
0.675,0.186,0.076
0.677,0.060,0.089
0.666,-0.023,0.141
0.643,-0.044,0.199
0.599,-0.008,0.219
0.538,0.050,0.184
0.479,0.097,0.130
0.446,0.117,0.112
0.445,0.121,0.145
0.459,0.120,0.192
0.459,0.125,0.208
0.434,0.140,0.194
0.393,0.180,0.200
0.361,0.254,0.259
0.363,0.356,0.348
0.400,0.453,0.405
0.454,0.499,0.394
0.498,0.475,0.332
0.520,0.409,0.262
0.534,0.363,0.217
0.552,0.384,0.208
0.565,0.469,0.245
0.541,0.576,0.331
0.464,0.663,0.436
0.360,0.709,0.498
0.284,0.703,0.465
0.273,0.626,0.347
0.333,0.469,0.216
0.445,0.255,0.144
0.585,0.044,0.145
0.725,-0.106,0.175
0.830,-0.182,0.186
0.868,-0.205,0.180
0.846,-0.202,0.195
0.810,-0.183,0.257
0.813,-0.145,0.339
0.862,-0.089,0.385
0.914,-0.026,0.362
0.918,0.040,0.294
0.874,0.115,0.248
0.829,0.209,0.281
0.826,0.312,0.392
0.860,0.405,0.518
0.887,0.469,0.589
0.869,0.509,0.585
0.807,0.542,0.539
0.726,0.586,0.499
0.647,0.636,0.477
0.578,0.662,0.449
0.526,0.624,0.387
0.502,0.510,0.295
0.512,0.353,0.212
0.542,0.212,0.176
0.574,0.135,0.188
0.592,0.130,0.213
0.591,0.164,0.205
0.559,0.196,0.160
0.490,0.215,0.116
0.396,0.238,0.115
0.318,0.292,0.161
0.300,0.382,0.222
0.354,0.480,0.268
0.462,0.542,0.299
0.584,0.544,0.328
0.691,0.499,0.356
0.764,0.438,0.376
0.781,0.387,0.394
0.730,0.345,0.425
0.629,0.312,0.468
0.531,0.300,0.499
0.492,0.329,0.489
0.526,0.403,0.429
0.601,0.504,0.337
0.669,0.602,0.254
0.704,0.677,0.225
0.710,0.714,0.268
0.707,0.701,0.358
0.708,0.634,0.430
0.714,0.528,0.440
0.714,0.418,0.402
0.688,0.331,0.372
0.633,0.277,0.388
0.566,0.256,0.434
0.516,0.259,0.453
0.500,0.269,0.401
0.510,0.270,0.290
0.520,0.259,0.167
0.502,0.250,0.078
0.447,0.256,0.035
0.367,0.267,0.029
0.287,0.257,0.055
0.240,0.207,0.115
0.257,0.126,0.195
0.350,0.042,0.250
0.501,-0.022,0.239
0.651,-0.054,0.165
0.727,-0.043,0.091
0.690,0.020,0.083
0.564,0.134,0.164
0.423,0.271,0.284
0.336,0.382,0.375
0.333,0.428,0.399
0.397,0.408,0.372
0.492,0.366,0.334
0.587,0.352,0.313
0.657,0.374,0.302
0.690,0.394,0.283
0.687,0.367,0.252
0.660,0.284,0.218
0.626,0.175,0.190
0.590,0.076,0.155
0.541,0.003,0.090
0.470,-0.049,0.002
0.385,-0.076,-0.061
0.311,-0.065,-0.045
0.265,-0.007,0.059
0.243,0.084,0.198
0.230,0.174,0.290
0.216,0.231,0.293
0.212,0.258,0.225
0.244,0.278,0.146
0.326,0.316,0.102
0.446,0.375,0.102
0.561,0.429,0.128
0.618,0.460,0.164
0.589,0.464,0.210
0.490,0.455,0.268
0.381,0.442,0.322
0.317,0.424,0.345
0.312,0.388,0.313
0.329,0.330,0.216
0.325,0.258,0.062
0.282,0.186,-0.114
0.213,0.126,-0.246
0.136,0.085,-0.267
0.074,0.070,-0.154
0.058,0.087,0.042
0.109,0.125,0.226
0.215,0.160,0.320
0.324,0.165,0.317
0.381,0.138,0.264
0.370,0.098,0.213
0.319,0.071,0.191
0.262,0.058,0.196
0.205,0.049,0.219
0.135,0.043,0.250
0.061,0.058,0.270
0.015,0.112,0.265
0.027,0.199,0.240
0.077,0.283,0.221
0.112,0.325,0.219
0.095,0.316,0.210
0.042,0.271,0.151
-0.007,0.214,0.046
-0.029,0.164,-0.048
-0.029,0.137,-0.063
-0.021,0.148,0.011
-0.013,0.188,0.114
-0.016,0.217,0.172
-0.042,0.186,0.152
-0.090,0.079,0.074
-0.132,-0.065,-0.018
-0.143,-0.187,-0.093
-0.131,-0.250,-0.142
-0.139,-0.261,-0.178
-0.202,-0.235,-0.213
-0.305,-0.174,-0.247
-0.387,-0.069,-0.257
-0.393,0.065,-0.213
-0.316,0.184,-0.120
-0.205,0.237,-0.023
-0.119,0.207,0.031
-0.095,0.112,0.041
-0.128,-0.005,0.039
-0.181,-0.101,0.053
-0.209,-0.148,0.073
-0.183,-0.136,0.082
-0.110,-0.076,0.078
-0.030,0.017,0.072
0.021,0.136,0.063
0.022,0.280,0.055
-0.027,0.431,0.073
-0.122,0.544,0.140
-0.239,0.571,0.240
-0.338,0.501,0.305
-0.380,0.369,0.270
-0.363,0.228,0.145
-0.323,0.124,-0.002
-0.307,0.093,-0.112
-0.328,0.151,-0.175
-0.370,0.269,-0.213
-0.404,0.373,-0.229
-0.408,0.396,-0.198
-0.367,0.334,-0.102
-0.277,0.248,0.029
-0.148,0.189,0.131
-0.020,0.151,0.148
0.055,0.095,0.077
0.046,0.007,-0.025
-0.039,-0.075,-0.085
-0.157,-0.111,-0.074
-0.268,-0.093,-0.031
-0.352,-0.050,-0.024
-0.412,-0.010,-0.076
-0.454,0.013,-0.135
-0.471,0.024,-0.128
-0.453,0.033,-0.030
-0.403,0.050,0.101
-0.344,0.073,0.178
-0.295,0.092,0.158
-0.258,0.094,0.081
-0.218,0.081,0.028
-0.175,0.065,0.039
-0.152,0.055,0.071
-0.174,0.050,0.063
-0.245,0.044,0.014
-0.350,0.050,-0.012
-0.460,0.094,0.031
-0.550,0.183,0.104
-0.612,0.281,0.111
-0.661,0.333,0.006
-0.728,0.315,-0.162
-0.825,0.267,-0.298
-0.925,0.251,-0.348
-0.978,0.298,-0.333
-0.959,0.370,-0.316
-0.889,0.399,-0.332
-0.808,0.351,-0.359
-0.744,0.256,-0.350
-0.698,0.171,-0.290
-0.658,0.126,-0.216
-0.620,0.108,-0.173
-0.593,0.094,-0.162
-0.580,0.078,-0.146
-0.563,0.074,-0.096
-0.516,0.092,-0.033
-0.435,0.117,-0.001
-0.346,0.124,-0.016
-0.283,0.096,-0.051
-0.255,0.055,-0.060
-0.249,0.036,-0.024
-0.257,0.059,0.032
-0.284,0.109,0.066
-0.330,0.159,0.050
-0.369,0.203,-0.017
-0.371,0.255,-0.107
-0.329,0.318,-0.189
-0.264,0.369,-0.234
-0.205,0.376,-0.231
-0.170,0.338,-0.194
-0.155,0.281,-0.148
-0.158,0.228,-0.114
-0.183,0.175,-0.097
-0.240,0.104,-0.106
-0.321,0.014,-0.152
-0.403,-0.074,-0.233
-0.462,-0.132,-0.317
-0.504,-0.148,-0.360
-0.555,-0.123,-0.344
-0.631,-0.065,-0.292
-0.712,0.003,-0.233
-0.765,0.056,-0.173
-0.769,0.074,-0.098
-0.728,0.063,-0.003
-0.655,0.046,0.085
-0.565,0.037,0.117
-0.470,0.027,0.056
-0.389,-0.004,-0.087
-0.341,-0.055,-0.246
-0.337,-0.099,-0.337
-0.372,-0.099,-0.315
-0.433,-0.041,-0.211
-0.506,0.059,-0.098
-0.576,0.166,-0.025
-0.620,0.247,0.004
-0.606,0.284,-0.001
-0.511,0.276,-0.051
-0.352,0.229,-0.154
-0.190,0.153,-0.269
-0.106,0.067,-0.319
-0.137,0.003,-0.258
-0.254,-0.000,-0.128
-0.375,0.055,-0.021
-0.433,0.126,0.005
-0.413,0.162,-0.041
-0.352,0.157,-0.118
-0.298,0.155,-0.201
-0.286,0.185,-0.291
-0.327,0.229,-0.390
-0.414,0.238,-0.478
-0.511,0.198,-0.521
-0.576,0.151,-0.501
-0.581,0.140,-0.416
-0.538,0.164,-0.285
-0.490,0.186,-0.137
-0.469,0.184,-0.004
-0.466,0.168,0.087
-0.448,0.159,0.117
-0.395,0.161,0.085
-0.324,0.165,0.010
-0.272,0.174,-0.071
-0.259,0.206,-0.128
-0.273,0.274,-0.160
-0.298,0.363,-0.194
-0.334,0.439,-0.248
-0.392,0.470,-0.302
-0.458,0.444,-0.318
-0.491,0.373,-0.285
-0.455,0.283,-0.231
-0.368,0.198,-0.201
-0.297,0.132,-0.233
-0.291,0.094,-0.344
-0.337,0.089,-0.516
-0.386,0.109,-0.665
-0.421,0.134,-0.678
-0.468,0.147,-0.504
-0.552,0.162,-0.231
-0.646,0.205,-0.028
-0.696,0.280,-0.012
-0.676,0.350,-0.175
-0.596,0.374,-0.412
-0.480,0.354,-0.619
-0.355,0.326,-0.734
-0.260,0.316,-0.737
-0.241,0.313,-0.627
-0.307,0.303,-0.414
-0.405,0.295,-0.126
-0.449,0.295,0.173
-0.397,0.284,0.381
-0.275,0.238,0.401
-0.161,0.167,0.217
-0.117,0.114,-0.071
-0.155,0.108,-0.314
-0.236,0.130,-0.417
-0.313,0.136,-0.390
-0.364,0.089,-0.300
-0.395,-0.015,-0.196
-0.418,-0.146,-0.093
-0.428,-0.240,-0.006
-0.415,-0.236,0.020
-0.383,-0.117,-0.060
-0.350,0.056,-0.223
-0.332,0.200,-0.375
-0.331,0.268,-0.411
-0.339,0.277,-0.313
-0.344,0.266,-0.152
-0.341,0.253,-0.018
-0.329,0.237,0.048
-0.321,0.220,0.057
-0.338,0.216,0.024
-0.402,0.234,-0.058
-0.531,0.260,-0.209
-0.722,0.271,-0.425
-0.931,0.262,-0.653
-1.087,0.252,-0.792
-1.130,0.263,-0.743
-1.061,0.291,-0.483
-0.932,0.312,-0.102
-0.809,0.301,0.240
-0.716,0.253,0.411
-0.641,0.186,0.394
-0.557,0.122,0.272
-0.458,0.074,0.149
-0.357,0.040,0.054
-0.273,0.005,-0.057
-0.228,-0.039,-0.224
-0.236,-0.076,-0.401
-0.298,-0.068,-0.471
-0.387,0.014,-0.348
-0.454,0.153,-0.066
-0.469,0.275,0.242
-0.449,0.299,0.443
-0.441,0.194,0.465
-0.469,0.011,0.307
-0.504,-0.150,0.026
-0.495,-0.216,-0.263
-0.424,-0.178,-0.426
-0.321,-0.068,-0.393
-0.228,0.080,-0.228
-0.153,0.247,-0.077
-0.087,0.410,-0.034
-0.026,0.524,-0.064
0.015,0.550,-0.061
0.033,0.486,0.023
0.046,0.364,0.123
0.071,0.219,0.143
0.093,0.075,0.071
0.085,-0.029,-0.005
0.050,-0.036,0.000
0.026,0.084,0.079
0.034,0.282,0.147
0.023,0.446,0.149
-0.098,0.493,0.113
-0.354,0.441,0.110
-0.648,0.377,0.156
-0.826,0.349,0.189
-0.813,0.320,0.132
-0.681,0.221,-0.024
-0.571,0.049,-0.198
-0.573,-0.119,-0.293
-0.676,-0.188,-0.266
-0.828,-0.131,-0.148
-1.001,-0.005,-0.008
-1.181,0.112,0.096
-1.314,0.180,0.140
-1.323,0.202,0.126
-1.178,0.198,0.079
-0.941,0.179,0.026
-0.712,0.153,-0.014
-0.543,0.129,-0.028
-0.422,0.107,-0.005
-0.335,0.063,0.058
-0.304,-0.044,0.135
-0.348,-0.229,0.188
-0.436,-0.459,0.198
-0.505,-0.678,0.175
-0.503,-0.841,0.130
-0.416,-0.932,0.052
-0.262,-0.964,-0.069
-0.071,-0.966,-0.185
0.114,-0.954,-0.213
0.260,-0.919,-0.108
0.343,-0.829,0.089
0.360,-0.671,0.274
0.317,-0.495,0.375
0.243,-0.384,0.395
0.195,-0.391,0.388
0.231,-0.500,0.388
0.354,-0.648,0.379
0.494,-0.778,0.332
0.560,-0.861,0.257
0.520,-0.878,0.218
0.423,-0.806,0.281
0.341,-0.635,0.451
0.288,-0.388,0.654
0.210,-0.119,0.783
0.041,0.122,0.767
-0.220,0.316,0.612
-0.492,0.467,0.397
-0.673,0.571,0.216
-0.720,0.612,0.110
-0.664,0.580,0.050
-0.585,0.490,-0.008
-0.549,0.390,-0.053
-0.593,0.328,-0.019
-0.719,0.346,0.121
-0.896,0.468,0.282
-1.059,0.675,0.321
-1.137,0.898,0.173
-1.093,1.049,-0.082
-0.943,1.081,-0.301
-0.731,1.023,-0.406
-0.509,0.933,-0.402
-0.321,0.826,-0.321
-0.203,0.675,-0.184
-0.153,0.468,-0.030
-0.128,0.259,0.072
-0.080,0.131,0.074
-0.013,0.115,-0.003
0.015,0.185,-0.102
-0.034,0.297,-0.184
-0.123,0.429,-0.230
-0.156,0.557,-0.218
-0.063,0.629,-0.116
0.156,0.604,0.065
0.445,0.494,0.241
0.733,0.356,0.319
0.949,0.240,0.270
1.023,0.160,0.153
0.912,0.121,0.053
0.637,0.149,0.014
0.288,0.255,0.050
-0.024,0.394,0.151
-0.229,0.485,0.292
-0.304,0.470,0.414
-0.246,0.357,0.462
-0.056,0.186,0.426
0.233,-0.018,0.348
0.541,-0.242,0.271
0.764,-0.459,0.201
0.830,-0.621,0.126
0.724,-0.684,0.043
0.477,-0.636,-0.027
0.134,-0.479,-0.064
-0.254,-0.218,-0.052
-0.632,0.114,0.020
-0.933,0.437,0.137
-1.087,0.643,0.248
-1.063,0.665,0.296
-0.891,0.515,0.256
-0.661,0.263,0.146
-0.473,-0.007,-0.007
-0.375,-0.233,-0.175
-0.358,-0.382,-0.303
-0.367,-0.457,-0.307
-0.332,-0.489,-0.147
-0.184,-0.519,0.111
0.094,-0.583,0.326
0.427,-0.711,0.390
0.666,-0.919,0.297
0.694,-1.174,0.129
0.522,-1.381,-0.009
0.276,-1.438,-0.041
0.104,-1.313,0.041
0.081,-1.078,0.166
0.214,-0.838,0.221
0.466,-0.660,0.143
0.771,-0.550,-0.020
1.037,-0.484,-0.154
1.190,-0.408,-0.170
1.211,-0.252,-0.052
1.140,0.032,0.166
1.037,0.414,0.436
0.943,0.779,0.687
0.887,0.996,0.825
0.887,0.995,0.775
0.938,0.778,0.539
1.004,0.407,0.216
1.031,-0.012,-0.049
0.994,-0.352,-0.156
0.904,-0.520,-0.093
0.787,-0.522,0.065
0.658,-0.451,0.215
0.530,-0.399,0.280
0.408,-0.387,0.241
0.288,-0.374,0.135
0.144,-0.321,0.008
-0.039,-0.231,-0.106
-0.234,-0.137,-0.194
-0.370,-0.074,-0.241
-0.372,-0.072,-0.227
-0.214,-0.127,-0.137
0.057,-0.197,0.009
0.337,-0.214,0.171
0.508,-0.132,0.308
0.495,0.046,0.402
0.315,0.283,0.452
0.069,0.546,0.456
-0.124,0.800,0.410
-0.209,0.989,0.321
-0.200,1.045,0.200
-0.135,0.928,0.061
-0.040,0.664,-0.086
0.071,0.327,-0.215
0.169,0.003,-0.292
0.224,-0.233,-0.296
0.233,-0.336,-0.234
0.231,-0.308,-0.127
0.256,-0.208,0.004
0.332,-0.121,0.150
0.463,-0.098,0.299
0.639,-0.126,0.431
0.837,-0.158,0.530
1.016,-0.158,0.593
1.129,-0.121,0.631
1.151,-0.063,0.648
1.093,0.003,0.643
0.993,0.057,0.608
0.891,0.083,0.542
0.803,0.080,0.448
0.717,0.079,0.330
0.617,0.115,0.205
0.517,0.192,0.091
0.468,0.268,0.006
0.524,0.272,-0.040
0.701,0.158,-0.051
0.946,-0.070,-0.036
1.160,-0.354,-0.010
1.253,-0.619,0.012
1.187,-0.801,0.026
0.978,-0.876,0.038
0.681,-0.864,0.050
0.360,-0.799,0.042
0.081,-0.715,-0.004
-0.102,-0.637,-0.088
-0.155,-0.585,-0.174
-0.074,-0.570,-0.219
0.123,-0.583,-0.203
0.396,-0.592,-0.135
0.675,-0.574,-0.031
0.871,-0.540,0.079
0.921,-0.515,0.156
0.826,-0.510,0.163
0.650,-0.507,0.099
0.462,-0.480,0.009
0.305,-0.421,-0.054
0.212,-0.348,-0.075
0.223,-0.292,-0.076
0.370,-0.298,-0.082
0.631,-0.402,-0.099
0.920,-0.596,-0.130
1.137,-0.811,-0.173
1.210,-0.952,-0.222
1.119,-0.959,-0.258
0.888,-0.824,-0.271
0.587,-0.569,-0.265
0.309,-0.218,-0.233
0.132,0.198,-0.153
0.075,0.624,-0.017
0.114,1.002,0.139
0.210,1.295,0.257
0.338,1.485,0.323
0.473,1.547,0.370
0.582,1.448,0.428
0.633,1.180,0.477
0.612,0.786,0.471
0.520,0.343,0.390
0.370,-0.082,0.250
0.199,-0.432,0.082
0.069,-0.662,-0.089
0.033,-0.748,-0.228
0.096,-0.719,-0.297
0.200,-0.645,-0.274
0.278,-0.582,-0.174
0.303,-0.536,-0.041
0.306,-0.479,0.091
0.339,-0.393,0.219
0.438,-0.281,0.359
0.597,-0.137,0.497
0.790,0.061,0.575
0.980,0.306,0.540
1.125,0.541,0.410
1.192,0.681,0.278
1.180,0.671,0.239
1.138,0.520,0.303
1.132,0.285,0.396
1.188,0.028,0.430
1.261,-0.190,0.379
1.272,-0.307,0.283
1.173,-0.267,0.195
0.968,-0.074,0.136
0.704,0.185,0.080
0.440,0.376,-0.009
0.236,0.409,-0.132
0.149,0.290,-0.235
0.213,0.107,-0.250
0.408,-0.048,-0.153
0.664,-0.138,0.018
0.884,-0.175,0.192
1.001,-0.182,0.314
0.997,-0.166,0.354
0.906,-0.116,0.299
0.771,-0.036,0.158
0.623,0.050,-0.032
0.484,0.117,-0.219
0.383,0.166,-0.356
0.342,0.225,-0.414
0.352,0.313,-0.369
0.369,0.417,-0.220
0.354,0.486,-0.018
0.308,0.472,0.130
0.268,0.352,0.126
0.259,0.135,-0.042
0.264,-0.140,-0.298
0.247,-0.406,-0.530
0.199,-0.586,-0.651
0.141,-0.630,-0.622
0.102,-0.553,-0.458
0.097,-0.418,-0.227
0.138,-0.290,-0.025
0.240,-0.195,0.081
0.405,-0.128,0.095
0.596,-0.077,0.063
0.742,-0.024,0.030
0.782,0.061,0.003
0.705,0.204,-0.012
0.555,0.399,0.003
0.401,0.605,0.079
0.303,0.778,0.218
0.290,0.895,0.377
0.352,0.952,0.495
0.438,0.935,0.531
0.474,0.827,0.497
0.414,0.633,0.429
0.278,0.391,0.346
0.145,0.146,0.230
0.087,-0.070,0.060
0.108,-0.237,-0.142
0.149,-0.319,-0.305
0.143,-0.286,-0.364
0.079,-0.143,-0.311
-0.012,0.047,-0.208
-0.092,0.194,-0.132
-0.130,0.240,-0.114
-0.092,0.186,-0.135
0.059,0.081,-0.153
0.324,-0.022,-0.149
0.642,-0.097,-0.128
0.910,-0.141,-0.100
1.053,-0.154,-0.058
1.053,-0.129,0.009
0.948,-0.056,0.097
0.793,0.056,0.178
0.637,0.172,0.221
0.517,0.250,0.225
0.446,0.270,0.215
0.415,0.250,0.214
0.397,0.223,0.214
0.378,0.207,0.198
0.345,0.191,0.177
0.292,0.158,0.191
0.208,0.103,0.260
0.107,0.042,0.329
0.024,-0.010,0.295
-0.002,-0.054,0.110
0.035,-0.095,-0.150
0.108,-0.115,-0.344
0.181,-0.077,-0.391
0.237,0.037,-0.338
0.257,0.184,-0.292
0.208,0.273,-0.299
0.073,0.244,-0.315
-0.100,0.118,-0.280
-0.226,-0.021,-0.203
-0.256,-0.105,-0.161
-0.242,-0.125,-0.219
-0.281,-0.104,-0.353
-0.407,-0.049,-0.460
-0.552,0.059,-0.443
-0.608,0.218,-0.291
-0.524,0.377,-0.094
-0.326,0.462,0.035
-0.091,0.438,0.050
0.115,0.335,-0.005
0.245,0.223,-0.057
0.286,0.167,-0.079
0.251,0.187,-0.102
0.172,0.256,-0.164
0.087,0.324,-0.255
0.028,0.362,-0.314
0.010,0.374,-0.287
0.034,0.380,-0.178
0.081,0.382,-0.052
0.117,0.361,0.027
0.108,0.306,0.032
0.038,0.242,-0.024
-0.071,0.215,-0.133
-0.162,0.243,-0.290
-0.182,0.300,-0.476
-0.120,0.346,-0.635
-0.024,0.364,-0.697
0.037,0.361,-0.623
0.033,0.340,-0.437
-0.010,0.275,-0.221
-0.041,0.141,-0.063
-0.031,-0.053,-0.003
0.009,-0.250,-0.014
0.052,-0.378,-0.040
0.085,-0.391,-0.052
0.105,-0.298,-0.056
0.091,-0.151,-0.061
0.009,-0.009,-0.043
-0.150,0.098,0.028
-0.350,0.172,0.150
-0.519,0.238,0.282
-0.603,0.309,0.375
-0.587,0.366,0.406
-0.487,0.376,0.375
-0.337,0.309,0.285
-0.184,0.162,0.139
-0.085,-0.045,-0.057
-0.070,-0.281,-0.264
-0.116,-0.507,-0.420
-0.162,-0.678,-0.460
-0.162,-0.761,-0.365
-0.116,-0.760,-0.184
-0.056,-0.717,-0.006
-0.006,-0.686,0.081
0.027,-0.697,0.047
0.040,-0.740,-0.079
0.016,-0.778,-0.235
-0.063,-0.767,-0.367
-0.196,-0.679,-0.447
-0.361,-0.509,-0.472
-0.518,-0.282,-0.442
-0.624,-0.035,-0.355
-0.641,0.202,-0.221
-0.551,0.403,-0.073
-0.372,0.548,0.031
-0.160,0.619,0.038
0.013,0.612,-0.060
0.098,0.549,-0.212
0.090,0.465,-0.342
0.026,0.396,-0.394
-0.040,0.365,-0.365
-0.070,0.379,-0.288
-0.069,0.437,-0.203
-0.071,0.526,-0.131
-0.111,0.634,-0.081
-0.201,0.736,-0.061
-0.322,0.802,-0.080
-0.438,0.793,-0.134
-0.512,0.693,-0.200
-0.524,0.524,-0.246
-0.481,0.354,-0.261
-0.417,0.258,-0.256
-0.379,0.280,-0.254
-0.394,0.408,-0.271
-0.460,0.588,-0.311
-0.554,0.763,-0.366
-0.652,0.889,-0.421
-0.749,0.942,-0.462
-0.844,0.914,-0.480
-0.930,0.821,-0.475
-0.983,0.710,-0.439
-0.978,0.629,-0.363
-0.900,0.597,-0.255
-0.751,0.584,-0.161
-0.557,0.536,-0.134
-0.372,0.407,-0.188
-0.264,0.194,-0.274
-0.269,-0.068,-0.321
-0.350,-0.320,-0.299
-0.422,-0.507,-0.241
-0.412,-0.601,-0.196
-0.321,-0.609,-0.169
-0.212,-0.558,-0.123
-0.155,-0.477,-0.031
-0.177,-0.396,0.068
-0.266,-0.352,0.091
-0.407,-0.380,-0.020
-0.583,-0.486,-0.235
-0.769,-0.616,-0.458
-0.907,-0.690,-0.600
-0.939,-0.666,-0.626
-0.850,-0.568,-0.567
-0.685,-0.463,-0.480
-0.515,-0.398,-0.406
-0.390,-0.372,-0.352
-0.312,-0.367,-0.299
-0.261,-0.384,-0.227
-0.221,-0.437,-0.147
-0.182,-0.530,-0.095
-0.133,-0.635,-0.097
-0.075,-0.712,-0.137
-0.030,-0.729,-0.183
-0.032,-0.671,-0.215
-0.100,-0.544,-0.239
-0.212,-0.374,-0.243
-0.324,-0.204,-0.198
-0.406,-0.069,-0.093
-0.457,0.030,0.033
-0.481,0.115,0.110
-0.471,0.204,0.104
-0.411,0.287,0.035
-0.300,0.353,-0.045
-0.165,0.411,-0.102
-0.056,0.481,-0.129
-0.010,0.556,-0.139
-0.038,0.596,-0.148
-0.126,0.563,-0.170
-0.251,0.468,-0.214
-0.391,0.357,-0.281
-0.524,0.291,-0.371
-0.634,0.310,-0.466
-0.709,0.427,-0.531
-0.755,0.625,-0.530
-0.773,0.863,-0.449
-0.763,1.083,-0.328
-0.728,1.239,-0.231
-0.678,1.313,-0.194
-0.630,1.316,-0.196
-0.585,1.274,-0.179
-0.528,1.209,-0.108
-0.440,1.128,-0.016
-0.335,1.017,0.028
-0.246,0.860,-0.019
-0.209,0.668,-0.134
-0.237,0.484,-0.244
-0.307,0.353,-0.297
-0.379,0.285,-0.296
-0.426,0.245,-0.283
-0.450,0.190,-0.282
-0.474,0.110,-0.271
-0.509,0.036,-0.216
-0.542,0.006,-0.109
-0.553,0.030,0.005
-0.537,0.087,0.067
-0.519,0.153,0.038
-0.522,0.224,-0.066
-0.553,0.307,-0.182
-0.599,0.396,-0.237
-0.642,0.453,-0.184
-0.666,0.442,-0.035
-0.656,0.354,0.151
-0.599,0.225,0.305
-0.495,0.111,0.370
-0.364,0.058,0.333
-0.248,0.085,0.227
-0.202,0.174,0.114
-0.260,0.280,0.046
-0.410,0.358,0.028
-0.593,0.377,0.024
-0.737,0.334,0.002
-0.797,0.250,-0.034
-0.769,0.154,-0.063
-0.681,0.078,-0.078
-0.582,0.040,-0.100
-0.516,0.025,-0.139
-0.505,0.003,-0.181
-0.523,-0.046,-0.196
-0.516,-0.112,-0.172
-0.448,-0.162,-0.120
-0.344,-0.164,-0.067
-0.264,-0.104,-0.029
-0.247,0.016,0.000
-0.280,0.184,0.046
-0.317,0.373,0.127
-0.316,0.528,0.240
-0.266,0.604,0.346
-0.178,0.578,0.395
-0.069,0.471,0.359
0.037,0.325,0.256
0.116,0.197,0.143
0.146,0.134,0.080
0.119,0.155,0.091
0.055,0.241,0.153
-0.012,0.336,0.216
-0.048,0.386,0.239
-0.033,0.376,0.216
0.033,0.328,0.174
0.139,0.278,0.152
0.251,0.247,0.174
0.318,0.234,0.220
0.295,0.225,0.240
0.180,0.205,0.205
0.024,0.170,0.142
-0.096,0.134,0.110
-0.127,0.127,0.143
-0.071,0.179,0.216
0.020,0.294,0.282
0.068,0.447,0.325
0.026,0.596,0.372
-0.093,0.713,0.459
-0.221,0.789,0.580
-0.289,0.819,0.682
-0.278,0.796,0.701
-0.233,0.720,0.613
-0.219,0.623,0.447
-0.269,0.555,0.271
-0.369,0.544,0.144
-0.478,0.580,0.089
-0.561,0.622,0.100
-0.599,0.642,0.158
-0.591,0.642,0.240
-0.542,0.636,0.307
-0.466,0.628,0.326
-0.388,0.602,0.283
-0.329,0.546,0.199
-0.306,0.464,0.105
-0.326,0.378,0.031
-0.395,0.315,0.001
-0.509,0.291,0.023
-0.643,0.301,0.089
-0.743,0.333,0.164
-0.765,0.370,0.210
-0.695,0.401,0.216
-0.568,0.423,0.209
-0.430,0.444,0.229
-0.305,0.474,0.289
-0.190,0.516,0.361
-0.080,0.559,0.409
0.017,0.578,0.419
0.088,0.563,0.407
0.137,0.522,0.410
0.181,0.477,0.453
0.229,0.435,0.527
0.265,0.387,0.588
0.268,0.317,0.595
0.240,0.227,0.544
0.213,0.132,0.473
0.224,0.053,0.419
0.287,0.011,0.389
0.377,0.023,0.365
0.446,0.097,0.349
0.458,0.220,0.357
0.421,0.357,0.391
0.375,0.466,0.427
0.360,0.510,0.437
0.376,0.470,0.424
0.397,0.357,0.408
0.398,0.219,0.398
0.380,0.113,0.380
0.351,0.067,0.349
0.309,0.057,0.311
0.241,0.037,0.275
0.143,-0.014,0.237
0.022,-0.083,0.192
-0.110,-0.152,0.157
-0.249,-0.218,0.160
-0.377,-0.281,0.204
-0.466,-0.324,0.259
-0.492,-0.325,0.280
-0.455,-0.283,0.249
-0.383,-0.220,0.191
-0.323,-0.148,0.154
-0.309,-0.059,0.167
-0.354,0.060,0.221
-0.449,0.192,0.277
-0.567,0.298,0.298
-0.672,0.350,0.283
-0.731,0.352,0.269
-0.722,0.328,0.285
-0.646,0.302,0.316
-0.526,0.277,0.312
