SITE CODE= 47254è„âzésíÜÉmñì            ,37.4962,137.2705, 15.86,7.6,45292.6738723, 15.25, 26.04
 LAT.=   37.1063
 LON.=  138.1601
 SAMPLING RATE= 100Hz
 UNIT  = gal(cm/s/s)
INITIAL TIME = 2024 01 01 16 09 10
 NS,EW,UD
0.003,0.007,0.005
0.002,0.006,0.005
0.002,0.006,0.005
0.001,0.005,0.004
-0.000,0.002,0.002
-0.001,-0.000,0.001
0.000,-0.003,0.000
0.001,-0.004,-0.001
0.001,-0.005,-0.003
0.001,-0.007,-0.004
0.001,-0.008,-0.004
0.001,-0.007,-0.003
0.001,-0.005,-0.001
0.000,-0.003,-0.001
0.000,-0.002,-0.001
0.001,0.000,0.000
0.002,0.002,0.001
0.002,0.005,0.001
0.002,0.006,0.003
0.001,0.005,0.003
0.000,0.003,0.003
-0.001,0.002,0.002
-0.001,0.001,0.001
-0.001,0.001,0.000
-0.002,0.000,0.000
-0.003,-0.000,0.001
-0.003,-0.001,0.001
-0.003,-0.001,0.002
-0.003,-0.001,0.002
-0.003,-0.001,0.002
-0.004,-0.002,0.002
-0.004,-0.003,0.002
-0.005,-0.004,0.002
-0.005,-0.005,0.001
-0.006,-0.005,0.001
-0.006,-0.006,0.000
-0.005,-0.007,0.000
-0.005,-0.007,0.001
-0.005,-0.007,0.002
-0.005,-0.007,0.002
-0.005,-0.006,0.003
-0.005,-0.005,0.004
-0.004,-0.005,0.005
-0.003,-0.005,0.006
-0.002,-0.004,0.007
-0.002,-0.003,0.007
-0.002,-0.002,0.008
-0.003,-0.002,0.009
-0.003,-0.002,0.010
-0.003,-0.002,0.010
-0.003,-0.002,0.009
-0.004,-0.002,0.008
-0.004,-0.003,0.007
-0.005,-0.003,0.007
-0.005,-0.003,0.006
-0.005,-0.003,0.005
-0.004,-0.003,0.005
-0.005,-0.003,0.006
-0.007,-0.002,0.007
-0.008,-0.001,0.007
-0.007,-0.001,0.007
-0.007,-0.002,0.005
-0.007,-0.003,0.004
-0.008,-0.003,0.003
-0.007,-0.003,0.003
-0.006,-0.003,0.003
-0.006,-0.002,0.002
-0.008,-0.001,0.000
-0.009,-0.001,-0.000
-0.010,-0.001,-0.000
-0.010,-0.001,-0.001
-0.010,-0.001,-0.001
-0.011,-0.001,-0.001
-0.011,-0.000,-0.001
-0.012,-0.000,-0.001
-0.014,-0.000,-0.001
-0.016,-0.000,-0.002
-0.018,0.000,-0.003
-0.019,0.001,-0.003
-0.020,0.002,-0.002
-0.022,0.003,-0.001
-0.022,0.003,-0.001
-0.022,0.002,-0.002
-0.022,0.002,-0.003
-0.022,0.002,-0.003
-0.022,0.001,-0.002
-0.022,-0.000,-0.002
-0.023,-0.000,-0.003
-0.024,0.001,-0.003
-0.026,0.003,-0.001
-0.027,0.002,0.000
-0.026,0.000,0.000
-0.025,-0.001,-0.001
-0.023,-0.002,-0.001
-0.022,-0.003,0.000
-0.021,-0.005,0.002
-0.020,-0.006,0.003
-0.020,-0.007,0.003
-0.019,-0.007,0.004
-0.018,-0.009,0.005
-0.016,-0.011,0.005
-0.014,-0.013,0.005
-0.014,-0.014,0.004
-0.014,-0.015,0.004
-0.014,-0.016,0.003
-0.013,-0.016,0.003
-0.013,-0.016,0.003
-0.013,-0.016,0.004
-0.012,-0.016,0.005
-0.012,-0.015,0.005
-0.012,-0.014,0.004
-0.012,-0.012,0.003
-0.012,-0.011,0.002
-0.012,-0.010,0.002
-0.013,-0.009,0.003
-0.013,-0.009,0.005
-0.012,-0.010,0.005
-0.012,-0.011,0.003
-0.010,-0.011,0.001
-0.009,-0.012,0.001
-0.007,-0.012,0.002
-0.006,-0.013,0.002
-0.005,-0.013,0.002
-0.005,-0.014,0.003
-0.005,-0.013,0.003
-0.005,-0.012,0.003
-0.004,-0.011,0.003
-0.004,-0.011,0.003
-0.003,-0.012,0.004
-0.003,-0.013,0.004
-0.003,-0.012,0.003
-0.004,-0.012,0.002
-0.003,-0.012,0.001
-0.003,-0.012,0.001
-0.002,-0.014,0.001
-0.001,-0.015,0.001
-0.001,-0.014,0.001
-0.001,-0.013,0.000
-0.000,-0.012,0.000
0.000,-0.012,0.000
0.000,-0.011,0.001
0.000,-0.010,0.003
0.000,-0.008,0.005
-0.000,-0.005,0.005
-0.001,-0.002,0.006
-0.003,-0.000,0.007
-0.004,0.001,0.007
-0.005,0.003,0.007
-0.004,0.004,0.007
-0.003,0.005,0.008
-0.003,0.004,0.008
-0.003,0.004,0.008
-0.005,0.003,0.008
-0.005,0.001,0.007
-0.005,-0.000,0.005
-0.005,-0.003,0.006
-0.004,-0.004,0.006
-0.003,-0.004,0.007
-0.003,-0.004,0.006
-0.003,-0.005,0.006
-0.002,-0.008,0.006
-0.001,-0.010,0.006
-0.001,-0.012,0.007
-0.000,-0.013,0.008
0.001,-0.013,0.009
0.001,-0.012,0.009
0.002,-0.011,0.008
0.003,-0.008,0.008
0.004,-0.005,0.009
0.005,-0.003,0.009
0.005,-0.002,0.009
0.007,-0.000,0.009
0.009,0.001,0.009
0.011,0.003,0.010
0.012,0.003,0.010
0.012,0.003,0.010
0.012,0.004,0.009
0.012,0.004,0.009
0.012,0.004,0.007
0.012,0.004,0.007
0.011,0.004,0.006
0.010,0.004,0.006
0.009,0.004,0.005
0.008,0.003,0.004
0.007,0.002,0.003
0.005,0.001,0.001
0.004,0.001,-0.001
0.003,0.001,-0.000
0.003,0.002,0.001
0.004,0.003,0.002
0.004,0.005,0.001
0.004,0.006,0.001
0.005,0.007,0.000
0.006,0.007,0.000
0.008,0.007,0.000
0.009,0.007,0.000
0.008,0.009,-0.000
0.006,0.010,-0.001
0.005,0.010,-0.001
0.003,0.010,-0.001
0.003,0.010,-0.001
0.002,0.010,-0.001
0.001,0.009,-0.001
0.001,0.008,-0.002
0.001,0.008,-0.002
0.001,0.009,-0.001
0.001,0.009,-0.001
0.003,0.009,-0.003
0.005,0.008,-0.004
0.007,0.007,-0.003
0.008,0.006,-0.002
0.008,0.006,-0.001
0.009,0.006,-0.001
0.012,0.005,-0.002
0.013,0.005,-0.003
0.014,0.005,-0.002
0.016,0.005,-0.001
0.016,0.004,-0.001
0.017,0.002,-0.002
0.016,0.001,-0.002
0.014,0.001,-0.001
0.014,0.000,-0.001
0.013,0.000,-0.003
0.013,0.000,-0.004
0.013,0.000,-0.004
0.013,0.001,-0.003
0.013,0.003,-0.003
0.012,0.004,-0.004
0.012,0.005,-0.005
0.012,0.005,-0.005
0.012,0.005,-0.004
0.010,0.006,-0.003
0.008,0.006,-0.003
0.007,0.006,-0.004
0.006,0.006,-0.004
0.005,0.006,-0.003
0.005,0.005,-0.003
0.005,0.004,-0.003
0.005,0.003,-0.004
0.004,0.003,-0.005
0.004,0.003,-0.005
0.005,0.002,-0.005
0.007,-0.000,-0.005
0.009,-0.002,-0.005
0.010,-0.004,-0.005
0.010,-0.005,-0.005
0.011,-0.007,-0.006
0.011,-0.007,-0.007
0.009,-0.006,-0.007
0.007,-0.006,-0.006
0.006,-0.006,-0.007
0.007,-0.006,-0.009
0.008,-0.005,-0.011
0.009,-0.005,-0.011
0.008,-0.005,-0.010
0.007,-0.006,-0.010
0.005,-0.005,-0.011
0.005,-0.004,-0.011
0.005,-0.003,-0.010
0.005,-0.002,-0.009
0.005,-0.001,-0.008
0.003,-0.000,-0.008
0.002,0.000,-0.008
0.002,0.001,-0.009
0.002,0.001,-0.009
0.001,0.000,-0.009
-0.000,0.000,-0.008
0.000,0.000,-0.008
0.001,0.000,-0.009
0.001,0.000,-0.009
0.000,0.000,-0.010
0.001,-0.001,-0.010
0.002,-0.002,-0.010
0.004,-0.003,-0.010
0.005,-0.003,-0.010
0.005,-0.003,-0.010
0.006,-0.003,-0.010
0.008,-0.003,-0.009
0.009,-0.005,-0.008
0.010,-0.005,-0.008
0.010,-0.004,-0.008
0.009,-0.002,-0.008
0.008,-0.001,-0.007
0.007,-0.001,-0.007
0.008,0.000,-0.007
0.008,0.001,-0.005
0.007,0.003,-0.004
0.006,0.004,-0.004
0.007,0.004,-0.005
0.008,0.005,-0.003
0.008,0.007,-0.000
0.006,0.009,0.001
0.004,0.010,0.000
0.003,0.010,-0.001
0.003,0.009,-0.002
0.003,0.009,-0.001
0.002,0.009,-0.001
0.000,0.009,-0.001
-0.001,0.008,-0.001
-0.001,0.008,0.000
-0.002,0.007,0.001
-0.003,0.007,0.003
-0.003,0.007,0.003
-0.003,0.006,0.002
-0.003,0.007,0.001
-0.003,0.007,0.000
-0.003,0.006,-0.000
-0.002,0.006,-0.000
-0.001,0.006,-0.001
-0.001,0.007,-0.001
-0.001,0.008,-0.002
-0.001,0.009,-0.002
-0.000,0.009,-0.003
0.001,0.009,-0.004
0.001,0.009,-0.004
0.002,0.009,-0.004
0.003,0.010,-0.005
0.005,0.012,-0.005
0.007,0.014,-0.005
0.009,0.014,-0.004
0.009,0.014,-0.003
0.009,0.013,-0.003
0.010,0.014,-0.002
0.012,0.015,-0.002
0.012,0.016,-0.003
0.012,0.016,-0.003
0.012,0.015,-0.004
0.012,0.014,-0.003
0.010,0.014,-0.003
0.010,0.014,-0.003
0.010,0.014,-0.003
0.011,0.013,-0.003
0.012,0.012,-0.002
0.011,0.011,-0.002
0.009,0.010,-0.002
0.007,0.009,-0.003
0.005,0.009,-0.003
0.004,0.009,-0.003
0.003,0.009,-0.003
0.001,0.009,-0.003
-0.001,0.010,-0.004
-0.004,0.011,-0.004
-0.005,0.012,-0.004
-0.005,0.013,-0.005
-0.005,0.012,-0.006
-0.006,0.011,-0.006
-0.005,0.010,-0.006
-0.004,0.010,-0.005
-0.002,0.009,-0.005
-0.001,0.007,-0.005
-0.000,0.005,-0.003
-0.000,0.003,-0.003
0.000,0.002,-0.003
0.001,0.001,-0.003
0.002,-0.001,-0.003
0.003,-0.002,-0.002
0.005,-0.003,-0.002
0.005,-0.002,-0.003
0.006,-0.001,-0.002
0.006,-0.001,-0.001
0.007,0.000,0.000
0.007,0.000,0.001
0.007,0.000,0.001
0.008,0.000,0.001
0.008,0.001,0.001
0.009,0.003,0.001
0.009,0.004,0.001
0.009,0.005,0.003
0.008,0.005,0.003
0.007,0.006,0.003
0.006,0.007,0.002
0.007,0.007,0.002
0.007,0.008,0.002
0.005,0.009,0.002
0.003,0.010,0.001
0.003,0.010,0.000
0.002,0.010,0.000
0.002,0.009,-0.000
0.002,0.009,-0.001
0.002,0.009,-0.000
0.003,0.009,0.001
0.003,0.010,0.002
0.002,0.010,0.002
0.002,0.009,0.001
0.002,0.009,0.000
0.003,0.010,0.000
0.004,0.010,0.000
0.004,0.009,0.001
0.003,0.009,0.000
0.004,0.009,-0.001
0.005,0.008,-0.001
0.005,0.007,-0.001
0.005,0.006,-0.001
0.007,0.006,-0.001
0.007,0.006,-0.001
0.007,0.006,-0.002
0.007,0.005,-0.001
0.007,0.005,-0.001
0.008,0.006,-0.001
0.008,0.006,-0.001
0.007,0.005,-0.002
0.007,0.003,-0.001
0.007,0.003,-0.001
0.008,0.002,-0.002
0.007,0.001,-0.003
0.004,-0.001,-0.005
0.002,-0.002,-0.004
0.001,-0.001,-0.003
0.001,0.000,-0.003
0.000,0.001,-0.004
-0.001,0.001,-0.005
-0.003,-0.000,-0.004
-0.003,-0.001,-0.003
-0.003,-0.000,-0.002
-0.002,0.000,-0.002
-0.002,0.000,-0.003
-0.003,0.000,-0.003
-0.003,0.000,-0.002
-0.004,0.001,-0.002
-0.004,0.001,-0.003
-0.004,0.001,-0.003
-0.003,-0.000,-0.002
-0.002,-0.001,-0.001
-0.000,-0.001,0.000
0.001,-0.001,0.000
0.001,-0.001,0.000
0.001,-0.001,0.000
0.001,-0.001,0.000
0.000,-0.001,0.001
-0.001,-0.000,0.001
-0.001,0.002,0.003
0.000,0.004,0.004
0.001,0.005,0.005
0.002,0.004,0.006
0.003,0.003,0.007
0.005,0.004,0.007
0.006,0.005,0.006
0.007,0.004,0.006
0.007,0.003,0.007
0.009,0.003,0.008
0.010,0.004,0.008
0.011,0.005,0.008
0.010,0.004,0.007
0.009,0.002,0.007
0.009,0.001,0.006
0.009,0.001,0.006
0.010,0.001,0.005
0.009,0.000,0.004
0.007,-0.001,0.003
0.006,-0.002,0.003
0.006,-0.003,0.003
0.006,-0.004,0.003
0.007,-0.005,0.003
0.006,-0.005,0.003
0.006,-0.005,0.003
0.005,-0.006,0.003
0.004,-0.009,0.002
0.004,-0.009,0.001
0.004,-0.008,0.001
0.004,-0.007,0.001
0.003,-0.008,0.001
0.003,-0.008,0.001
0.003,-0.007,0.002
0.004,-0.006,0.003
0.004,-0.007,0.002
0.004,-0.008,0.001
0.003,-0.009,0.001
0.003,-0.009,0.003
0.004,-0.008,0.005
0.005,-0.008,0.005
0.006,-0.010,0.004
0.006,-0.012,0.003
0.006,-0.012,0.002
0.007,-0.013,0.001
0.008,-0.014,0.001
0.007,-0.015,0.002
0.005,-0.016,0.003
0.003,-0.016,0.002
0.003,-0.016,0.001
0.003,-0.017,0.001
0.003,-0.017,0.002
0.003,-0.017,0.002
0.003,-0.016,0.002
0.002,-0.016,0.001
0.002,-0.016,0.001
0.001,-0.015,0.002
0.001,-0.014,0.003
0.002,-0.013,0.004
0.002,-0.013,0.005
0.002,-0.014,0.005
0.001,-0.014,0.004
0.000,-0.013,0.003
-0.001,-0.013,0.003
-0.002,-0.014,0.003
-0.002,-0.014,0.003
-0.002,-0.014,0.003
-0.003,-0.015,0.003
-0.004,-0.015,0.003
-0.004,-0.016,0.003
-0.003,-0.015,0.002
-0.003,-0.014,0.001
-0.003,-0.015,0.000
-0.005,-0.016,-0.001
-0.005,-0.016,-0.001
-0.004,-0.015,0.000
-0.003,-0.013,0.001
-0.004,-0.012,0.001
-0.005,-0.012,0.002
-0.006,-0.011,0.002
-0.008,-0.010,0.002
-0.010,-0.010,0.000
-0.012,-0.009,-0.000
-0.013,-0.009,-0.000
-0.013,-0.010,0.000
-0.014,-0.010,0.001
-0.015,-0.010,0.001
-0.015,-0.010,0.001
-0.015,-0.010,0.001
-0.015,-0.010,0.001
-0.016,-0.009,0.000
-0.016,-0.010,0.000
-0.016,-0.010,0.000
-0.016,-0.012,-0.000
-0.017,-0.014,-0.001
-0.018,-0.015,-0.001
-0.017,-0.016,-0.001
-0.016,-0.017,-0.000
-0.016,-0.017,-0.001
-0.015,-0.017,-0.001
-0.014,-0.017,-0.002
-0.013,-0.017,-0.001
-0.013,-0.016,-0.002
-0.012,-0.016,-0.002
-0.012,-0.016,-0.002
-0.011,-0.016,-0.001
-0.010,-0.016,-0.002
-0.010,-0.017,-0.003
-0.009,-0.018,-0.003
-0.007,-0.019,-0.002
-0.007,-0.018,-0.002
-0.008,-0.018,-0.003
-0.009,-0.018,-0.003
-0.010,-0.018,-0.003
-0.011,-0.017,-0.002
-0.014,-0.016,-0.001
-0.016,-0.015,0.000
-0.016,-0.016,0.001
-0.016,-0.016,0.001
-0.016,-0.018,0.001
-0.017,-0.018,0.001
-0.017,-0.019,0.002
-0.017,-0.019,0.003
-0.017,-0.019,0.003
-0.018,-0.020,0.003
-0.020,-0.020,0.003
-0.021,-0.020,0.003
-0.020,-0.020,0.003
-0.019,-0.019,0.004
-0.018,-0.020,0.005
-0.018,-0.021,0.004
-0.018,-0.022,0.001
-0.018,-0.022,0.000
-0.018,-0.020,0.000
-0.017,-0.018,0.001
-0.017,-0.015,0.002
-0.016,-0.013,0.002
-0.016,-0.012,0.002
-0.016,-0.010,0.003
-0.014,-0.008,0.004
-0.011,-0.005,0.005
-0.010,-0.005,0.005
-0.010,-0.003,0.005
-0.010,-0.001,0.006
-0.010,0.001,0.007
-0.009,0.003,0.007
-0.008,0.003,0.007
-0.007,0.003,0.006
-0.005,0.002,0.005
-0.003,0.002,0.005
-0.003,0.002,0.006
-0.004,0.003,0.007
-0.005,0.005,0.008
-0.005,0.007,0.008
-0.005,0.009,0.007
-0.005,0.010,0.007
-0.006,0.011,0.007
-0.006,0.012,0.009
-0.006,0.014,0.009
-0.007,0.015,0.008
-0.009,0.017,0.007
-0.011,0.018,0.007
-0.011,0.019,0.007
-0.010,0.020,0.008
-0.009,0.019,0.007
-0.010,0.018,0.006
-0.010,0.017,0.006
-0.011,0.016,0.006
-0.012,0.017,0.007
-0.014,0.016,0.007
-0.014,0.014,0.007
-0.015,0.012,0.007
-0.015,0.011,0.007
-0.015,0.010,0.007
-0.014,0.009,0.005
-0.014,0.007,0.003
-0.015,0.007,0.003
-0.016,0.007,0.003
-0.016,0.007,0.005
-0.016,0.008,0.005
-0.016,0.009,0.005
-0.015,0.010,0.005
-0.014,0.011,0.005
-0.014,0.012,0.006
-0.014,0.013,0.006
-0.014,0.015,0.007
-0.013,0.016,0.007
-0.014,0.017,0.007
-0.015,0.018,0.007
-0.016,0.018,0.006
-0.017,0.018,0.005
-0.017,0.018,0.004
-0.016,0.017,0.003
-0.016,0.015,0.003
-0.016,0.012,0.003
-0.014,0.009,0.002
-0.013,0.008,0.001
-0.012,0.007,0.001
-0.011,0.005,0.002
-0.011,0.003,0.003
-0.011,0.001,0.002
-0.011,0.000,0.002
-0.010,0.000,0.001
-0.010,-0.001,0.001
-0.010,-0.002,0.001
-0.010,-0.003,0.001
-0.009,-0.002,0.001
-0.008,0.000,0.002
-0.007,0.003,0.003
-0.006,0.007,0.003
-0.006,0.009,0.003
-0.006,0.010,0.002
-0.005,0.012,0.002
-0.005,0.012,0.003
-0.003,0.012,0.005
-0.001,0.012,0.005
-0.000,0.012,0.005
-0.000,0.011,0.004
-0.001,0.010,0.003
-0.002,0.009,0.002
-0.003,0.009,0.002
-0.004,0.010,0.003
-0.005,0.010,0.004
-0.005,0.010,0.004
-0.004,0.008,0.004
-0.001,0.007,0.005
0.000,0.006,0.005
0.001,0.006,0.003
0.000,0.006,0.001
0.000,0.007,0.001
0.001,0.008,0.002
0.001,0.008,0.003
0.003,0.007,0.002
0.003,0.007,0.001
0.005,0.008,0.000
0.006,0.010,0.001
0.007,0.011,0.002
0.007,0.012,0.002
0.007,0.011,0.003
0.008,0.010,0.003
0.009,0.010,0.003
0.009,0.009,0.002
0.009,0.007,0.001
0.007,0.006,0.002
0.007,0.006,0.003
0.006,0.005,0.003
0.005,0.005,0.001
0.004,0.004,0.000
0.004,0.003,-0.000
0.005,0.003,-0.001
0.005,0.001,-0.001
0.003,-0.001,-0.001
0.000,-0.002,0.001
-0.001,-0.002,0.003
-0.001,-0.001,0.003
-0.001,-0.001,0.003
-0.001,-0.001,0.002
-0.001,-0.000,0.002
-0.001,0.000,0.003
-0.001,0.001,0.004
-0.000,-0.000,0.004
0.000,-0.002,0.005
0.002,-0.003,0.006
0.004,-0.002,0.007
0.005,-0.000,0.007
0.005,0.000,0.007
0.005,0.000,0.006
0.005,-0.001,0.005
0.003,-0.002,0.004
0.002,-0.003,0.004
0.002,-0.004,0.005
0.003,-0.005,0.007
0.003,-0.005,0.006
0.004,-0.006,0.005
0.003,-0.007,0.003
0.003,-0.006,0.003
0.003,-0.005,0.002
0.004,-0.004,0.001
0.005,-0.005,0.001
0.006,-0.004,0.001
0.007,-0.003,0.002
0.007,-0.001,0.002
0.008,-0.001,0.003
0.009,-0.002,0.002
0.011,-0.002,0.001
0.011,-0.001,0.000
0.010,-0.001,-0.000
0.009,-0.001,-0.000
0.008,-0.000,0.000
0.007,0.000,-0.000
0.005,0.001,-0.001
0.005,0.001,-0.001
0.004,0.000,0.000
0.004,-0.000,0.001
0.003,-0.000,0.000
0.002,-0.001,-0.001
0.003,-0.001,-0.002
0.003,-0.002,-0.001
0.002,-0.003,-0.001
0.001,-0.003,-0.001
0.001,-0.003,-0.001
0.001,-0.003,-0.001
0.001,-0.002,-0.002
0.000,-0.001,-0.002
-0.000,-0.000,-0.002
0.000,0.001,-0.001
0.001,0.001,-0.001
0.002,0.000,-0.001
0.003,0.000,-0.003
0.004,0.001,-0.004
0.005,0.001,-0.005
0.007,0.001,-0.006
0.006,0.001,-0.005
0.006,0.002,-0.004
0.007,0.003,-0.003
0.008,0.003,-0.002
0.009,0.003,-0.003
0.009,0.004,-0.003
0.010,0.004,-0.003
0.013,0.004,-0.003
0.015,0.003,-0.004
0.015,0.003,-0.004
0.014,0.003,-0.003
0.014,0.004,-0.001
0.016,0.005,-0.001
0.017,0.005,-0.000
0.017,0.005,-0.001
0.016,0.005,-0.001
0.016,0.005,-0.001
0.014,0.005,0.000
0.013,0.004,0.001
0.012,0.003,0.000
0.013,0.001,-0.000
0.014,-0.001,-0.001
0.015,-0.003,-0.001
0.014,-0.004,-0.001
0.014,-0.005,-0.002
0.013,-0.006,-0.001
0.013,-0.007,-0.000
0.013,-0.007,-0.000
0.012,-0.007,-0.001
0.011,-0.007,-0.002
0.010,-0.007,-0.001
0.010,-0.006,-0.001
0.011,-0.007,-0.002
0.012,-0.007,-0.002
0.013,-0.009,-0.003
0.014,-0.010,-0.003
0.014,-0.012,-0.003
0.014,-0.012,-0.003
0.014,-0.012,-0.002
0.014,-0.012,-0.002
0.013,-0.012,-0.002
0.012,-0.013,-0.002
0.011,-0.013,-0.002
0.009,-0.012,-0.002
0.009,-0.011,-0.001
0.009,-0.011,-0.001
0.009,-0.011,-0.001
0.009,-0.012,-0.001
0.008,-0.014,-0.003
0.009,-0.015,-0.003
0.009,-0.016,-0.003
0.008,-0.015,-0.003
0.005,-0.014,-0.003
0.001,-0.012,-0.003
-0.001,-0.011,-0.004
-0.001,-0.010,-0.004
-0.001,-0.010,-0.004
-0.001,-0.009,-0.004
-0.001,-0.008,-0.004
-0.001,-0.007,-0.004
-0.000,-0.005,-0.005
-0.000,-0.005,-0.006
-0.001,-0.004,-0.008
-0.002,-0.005,-0.010
-0.001,-0.005,-0.010
0.000,-0.005,-0.010
0.001,-0.005,-0.008
0.002,-0.005,-0.007
0.003,-0.006,-0.006
0.004,-0.006,-0.008
0.004,-0.005,-0.010
0.005,-0.005,-0.011
0.005,-0.005,-0.010
0.005,-0.006,-0.010
0.005,-0.005,-0.009
0.005,-0.003,-0.008
0.005,-0.002,-0.008
0.005,-0.001,-0.008
0.007,0.000,-0.007
0.007,0.003,-0.006
0.008,0.005,-0.005
0.008,0.006,-0.006
0.007,0.005,-0.007
0.006,0.004,-0.007
0.006,0.005,-0.007
0.007,0.006,-0.006
0.007,0.007,-0.005
0.005,0.008,-0.006
0.003,0.009,-0.007
0.001,0.009,-0.008
-0.001,0.008,-0.008
-0.003,0.008,-0.008
-0.003,0.007,-0.008
-0.003,0.005,-0.009
-0.003,0.004,-0.010
-0.002,0.003,-0.010
-0.003,0.003,-0.010
-0.003,0.003,-0.011
-0.003,0.003,-0.011
-0.002,0.001,-0.011
-0.001,0.001,-0.010
-0.001,0.001,-0.010
-0.000,0.000,-0.011
-0.000,-0.001,-0.011
0.000,-0.001,-0.010
0.001,-0.001,-0.009
0.002,-0.001,-0.008
0.003,-0.001,-0.008
0.005,-0.001,-0.008
0.007,-0.001,-0.008
0.009,-0.001,-0.008
0.010,-0.001,-0.008
0.012,-0.000,-0.009
0.012,0.000,-0.009
0.012,0.001,-0.009
0.012,0.002,-0.009
0.011,0.002,-0.009
0.012,0.002,-0.008
0.012,0.003,-0.008
0.011,0.004,-0.008
0.009,0.005,-0.008
0.007,0.006,-0.008
0.006,0.007,-0.008
0.006,0.008,-0.009
0.006,0.009,-0.009
0.006,0.009,-0.009
0.007,0.009,-0.008
0.008,0.009,-0.007
0.008,0.010,-0.007
0.007,0.010,-0.007
0.007,0.009,-0.008
0.006,0.008,-0.009
0.007,0.007,-0.008
0.008,0.006,-0.008
0.009,0.005,-0.008
0.009,0.002,-0.009
0.010,0.000,-0.009
0.010,-0.001,-0.007
0.010,-0.001,-0.006
0.009,-0.002,-0.005
0.009,-0.003,-0.006
0.010,-0.004,-0.007
0.011,-0.004,-0.005
0.011,-0.004,-0.005
0.011,-0.004,-0.005
0.011,-0.005,-0.006
0.012,-0.006,-0.005
0.013,-0.007,-0.004
0.012,-0.007,-0.004
0.010,-0.007,-0.004
0.009,-0.006,-0.003
0.009,-0.005,-0.002
0.009,-0.004,-0.001
0.008,-0.002,-0.001
0.007,-0.001,-0.001
0.006,-0.001,-0.001
0.006,-0.001,-0.001
0.007,-0.001,0.000
0.008,-0.001,0.000
0.008,-0.002,-0.000
0.007,-0.004,-0.000
0.005,-0.004,0.000
0.004,-0.004,0.000
0.002,-0.004,0.000
0.001,-0.005,-0.000
-0.000,-0.005,-0.001
-0.001,-0.004,-0.001
-0.003,-0.003,-0.001
-0.003,-0.002,-0.001
-0.002,-0.003,-0.001
-0.001,-0.003,-0.001
0.000,-0.002,-0.003
0.001,-0.001,-0.004
0.001,-0.000,-0.003
0.000,0.000,-0.002
-0.000,0.001,-0.002
0.000,0.001,-0.003
0.000,0.001,-0.003
0.000,0.002,-0.002
0.000,0.003,-0.000
0.001,0.003,0.000
0.002,0.005,-0.000
0.001,0.005,-0.000
0.001,0.005,0.000
0.002,0.005,0.000
0.004,0.005,0.000
0.005,0.006,0.000
0.003,0.006,0.001
0.001,0.005,0.001
0.000,0.005,0.001
0.000,0.005,0.001
0.001,0.005,0.001
0.003,0.005,0.001
0.003,0.004,0.001
0.004,0.003,0.000
0.005,0.002,0.000
0.006,-0.000,0.000
0.007,-0.002,-0.000
0.007,-0.003,-0.001
0.007,-0.002,-0.001
0.006,-0.000,-0.001
0.005,0.001,-0.001
0.004,0.001,-0.002
0.003,0.001,-0.003
0.002,0.001,-0.003
0.001,0.000,-0.002
0.000,-0.000,-0.003
0.001,-0.001,-0.004
0.001,-0.002,-0.006
0.000,-0.002,-0.006
-0.001,-0.001,-0.005
-0.003,0.001,-0.003
-0.003,0.003,-0.003
-0.002,0.004,-0.003
-0.001,0.005,-0.003
-0.002,0.006,-0.003
-0.002,0.006,-0.002
-0.002,0.005,-0.002
-0.001,0.004,-0.002
-0.001,0.003,-0.002
-0.001,0.003,-0.002
-0.001,0.002,-0.002
-0.002,0.002,-0.002
-0.003,0.001,-0.001
-0.003,0.000,-0.002
-0.004,-0.000,-0.003
-0.005,-0.001,-0.003
-0.006,-0.001,-0.003
-0.005,0.000,-0.003
-0.004,0.001,-0.003
-0.003,0.002,-0.003
-0.005,0.003,-0.004
-0.005,0.004,-0.004
-0.006,0.004,-0.003
-0.006,0.003,-0.002
-0.005,0.001,-0.001
-0.004,-0.001,-0.002
-0.003,-0.002,-0.004
-0.002,-0.001,-0.004
-0.003,0.000,-0.003
-0.003,0.001,-0.002
-0.003,0.001,-0.002
-0.002,0.001,-0.003
-0.002,0.002,-0.002
-0.002,0.001,-0.001
-0.002,0.000,0.000
0.000,-0.001,0.000
0.001,-0.000,-0.001
0.000,0.000,-0.001
-0.001,0.000,0.000
-0.001,-0.001,0.001
0.000,-0.001,0.003
0.001,0.000,0.003
0.002,0.001,0.003
0.003,0.001,0.003
0.005,0.001,0.003
0.005,0.001,0.003
0.006,0.003,0.003
0.006,0.003,0.004
0.008,0.004,0.005
0.009,0.004,0.004
0.008,0.005,0.004
0.007,0.005,0.004
0.006,0.005,0.005
0.007,0.006,0.005
0.007,0.006,0.005
0.008,0.006,0.005
0.008,0.005,0.005
0.007,0.003,0.005
0.007,0.002,0.005
0.006,0.001,0.006
0.006,0.001,0.007
0.007,0.002,0.008
0.007,0.004,0.008
0.007,0.005,0.007
0.007,0.005,0.006
0.007,0.005,0.006
0.006,0.005,0.007
0.005,0.005,0.008
0.006,0.005,0.009
0.007,0.005,0.010
0.007,0.005,0.011
0.007,0.006,0.010
0.006,0.005,0.010
0.005,0.004,0.010
0.005,0.003,0.010
0.004,0.001,0.010
0.002,0.002,0.009
0.000,0.002,0.008
-0.001,0.002,0.009
-0.004,0.001,0.010
-0.005,0.000,0.010
-0.007,0.000,0.009
-0.007,-0.000,0.008
